PROVNUM,PROVNAME,STATE,COUNTY_NAME,CY_Qtr,days_reported,total_resident_days,avg_daily_census,MDScensus,Total_Nurse_Hours,Total_RN_Hours,Total_Nurse_Care_Hours,Total_RN_Care_Hours,Total_Nurse_Assistant_Hours,Total_Contract_Hours,Total_Nurse_HPRD,RN_HPRD,Nurse_Care_HPRD,RN_Care_HPRD,Nurse_Assistant_HPRD,Contract_Percentage
055693,"ONTARIO GROVE HEALTHCARE & WELLNESS CENTRE, LP",CA,San Bernardino,2025Q3,92,5127.0,55.72826086956522,55.72826086956522,20856.66,2263.1800000000003,18785.84,1279.58,12549.500000000004,0.0,4.068004681100058,0.4414238346011313,3.664099863467915,0.249576750536376,2.447727716013264,0.0
055697,COSTA DEL SOL HEALTHCARE,CA,Los Angeles,2025Q3,92,8061.0,87.6195652173913,87.6195652173913,32450.459999999995,1835.7400000000007,30898.459999999995,1323.7400000000002,21372.35,0.0,4.025612206922218,0.2277310507381219,3.833080262994665,0.1642153578960427,2.651327378737129,0.0
055704,ANGELS NURSING HEALTH CENTER,CA,Los Angeles,2025Q3,92,4617.0,50.18478260869565,50.18478260869565,18494.16999999999,1245.52,17088.62,949.52,11460.27,1222.4799999999998,4.005668182802684,0.2697682477799437,3.701238899718432,0.2056573532596924,2.482189733593242,6.610083069421339
055706,THE ORCHARD - POST ACUTE CARE,CA,Los Angeles,2025Q3,92,13785.0,149.83695652173913,149.83695652173913,58753.88999999999,4528.77,57725.88999999999,3934.769999999998,39736.37000000002,0.0,4.262161044613709,0.3285288356909684,4.187587232499093,0.2854385201305766,2.88258034095031,0.0
055707,ONTARIO HEALTHCARE CENTER,CA,San Bernardino,2025Q3,92,5216.0,56.69565217391305,56.69565217391305,19434.83,1693.12,18164.83,1261.1199999999997,11928.949999999992,0.0,3.72600268404908,0.324601226993865,3.482521088957055,0.2417791411042944,2.2869919478527594,0.0
055708,ARROWHEAD SPRINGS HEALTHCARE,CA,San Bernardino,2025Q3,92,9910.0,107.71739130434784,107.71739130434784,47339.130000000005,3050.0600000000013,45116.13000000001,2501.060000000001,28327.26000000001,0.0,4.776905146316852,0.3077759838546923,4.552586276488396,0.2523773965691221,2.858452068617559,0.0
055710,"WEST HOLLYWOOD HEALTHCARE & WELLNESS CENTRE, LP",CA,Los Angeles,2025Q3,92,6588.0,71.6086956521739,71.6086956521739,29157.68,3684.13,26886.41,2790.9300000000007,17851.49,0.0,4.425877352762599,0.5592182756527019,4.08111870066788,0.4236384335154828,2.709697935640559,0.0
055711,BRENTWOOD HEALTH CARE CENTER,CA,Los Angeles,2025Q3,92,5219.0,56.72826086956522,56.72826086956522,27576.640000000007,2821.090000000001,25324.72,2046.29,16395.070000000003,0.0,5.283893466181262,0.5405422494730794,4.852408507376891,0.3920846905537459,3.141419812224565,0.0
055715,KYAKAMEENA CARE CENTER,CA,Alameda,2025Q3,92,5130.0,55.76086956521739,55.76086956521739,20886.0,3667.75,19526.75,2727.0,13328.5,3905.0,4.071345029239766,0.7149610136452241,3.806384015594542,0.531578947368421,2.598148148148148,18.696734654792685
055718,MONTCLAIR MANOR CARE CENTER,CA,San Bernardino,2025Q3,92,4416.0,48.0,48.0,18634.979999999992,2392.169999999999,16634.979999999996,1392.1700000000003,11831.540000000005,0.0,4.219877717391302,0.541705163043478,3.766979166666666,0.3152558876811595,2.679243659420291,0.0
055719,VENTURA POST ACUTE,CA,Ventura,2025Q3,92,6042.0,65.67391304347827,65.67391304347827,28772.33,3467.560000000001,26522.840000000004,2155.67,17098.33000000001,0.0,4.762053955643826,0.5739093015557764,4.389745117510759,0.3567808672624958,2.829912280701756,0.0
055728,SANTA CLARITA POST-ACUTE CARE CENTER,CA,Los Angeles,2025Q3,92,8711.0,94.68478260869566,94.68478260869566,36459.87000000001,3785.4400000000014,34466.37,3305.440000000001,22387.25,0.0,4.1854976466536575,0.4345586040638275,3.956649064401332,0.3794558604063828,2.5699977040523474,0.0
055733,VALLE VERDE HEALTH FACILITY,CA,Santa Barbara,2025Q3,92,5153.0,56.01086956521739,56.01086956521739,24158.579999999994,3715.979999999999,21547.3,1219.1799999999998,12588.229999999998,0.0,4.688255385212496,0.7211294391616532,4.181505918882204,0.2365961575781098,2.4428934601203176,0.0
055734,UKIAH POST ACUTE,CA,Mendocino,2025Q3,92,4230.0,45.97826086956522,45.97826086956522,17000.19999999999,1154.09,15970.699999999995,1154.09,10681.88,1004.7000000000004,4.018959810874702,0.2728345153664303,3.775579196217493,0.2728345153664303,2.5252671394799053,5.909930471406225
055735,DELTA OAKS POST ACUTE,CA,San Joaquin,2025Q3,92,9325.0,101.3586956521739,101.3586956521739,45897.13,4264.519999999998,43883.77,3523.03,27361.180000000004,0.0,4.921944235924933,0.4573211796246646,4.706034316353888,0.3778048257372653,2.9341747989276143,0.0
055737,SUNNY HILLS POST ACUTE,CA,Los Angeles,2025Q3,92,12276.0,133.43478260869566,133.43478260869566,50581.05999999999,3347.4500000000007,46792.63000000001,2659.1400000000003,33367.21000000001,24.0,4.120320951449983,0.2726824698598892,3.811716357119584,0.2166129032258064,2.7180848810687523,0.0474485904407697
055739,SALINAS VALLEY POST ACUTE,CA,Monterey,2025Q3,92,8789.0,95.53260869565216,95.53260869565216,37255.22,5078.659999999998,36073.97,4705.659999999998,21925.45999999999,851.75,4.238846285129138,0.5778427579929455,4.1044453293890095,0.5354033450904537,2.494647855273636,2.2862567983761743
055742,HARBOR VILLA CARE CENTER,CA,Orange,2025Q3,92,8354.0,90.80434782608695,90.80434782608695,32801.149999999994,2790.32,31340.79999999999,2278.32,20102.60000000001,0.0,3.9264005266937994,0.3340100550634426,3.7515920517117536,0.272722049317692,2.406344266219776,0.0
055744,ATLANTIC MEMORIAL HEALTHCARE CENTER,CA,Los Angeles,2025Q3,92,8209.0,89.22826086956522,89.22826086956522,33293.469999999994,4246.700000000001,32244.289999999997,3747.61,21091.000000000007,3647.950000000001,4.055727859666219,0.5173224509684493,3.9279193568035073,0.4565245462297478,2.5692532586185903,10.956953420595696
055748,SUNSET PARK HEALTHCARE,CA,Los Angeles,2025Q3,92,3870.0,42.06521739130435,42.06521739130435,18892.51999999999,962.5599999999998,16911.88,862.5599999999998,12139.169999999993,0.0,4.881788113695087,0.2487235142118862,4.369994832041344,0.2228837209302325,3.1367364341085247,0.0
055750,WESTWOOD POST ACUTE,CA,Santa Clara,2025Q3,92,22854.0,248.41304347826087,248.41304347826087,103616.03,17162.350000000002,97000.2,13954.649999999994,57093.98999999999,29.04,4.533824713398093,0.750956068959482,4.244342347072723,0.6105998949855602,2.4982055657652924,0.0280265514901507
055753,LONGWOOD MANOR CONV.HOSPITAL,CA,Los Angeles,2025Q3,92,17024.0,185.0434782608696,185.0434782608696,74619.60000000002,7226.579999999998,69962.32,5565.660000000004,43684.04999999997,1024.13,4.383200187969926,0.4244936560150374,4.109628759398497,0.3269302161654137,2.566027373120299,1.372467823467293
055755,SHARON CARE CENTER,CA,Los Angeles,2025Q3,92,7303.0,79.3804347826087,79.3804347826087,28464.439999999988,2450.8000000000006,25906.49000000001,1978.8,18386.26,0.0,3.8976365877036816,0.3355881144735041,3.5473764206490497,0.2709571409009995,2.517631110502533,0.0
055756,CLOVERDALE HEALTHCARE CENTER,CA,Sonoma,2025Q3,92,4810.0,52.28260869565217,52.28260869565217,21153.65,2111.69,19703.09,1558.3200000000004,12979.240000000003,1889.25,4.397848232848232,0.43902079002079,4.096276507276507,0.323975051975052,2.698386694386695,8.9310828154952
055758,COTTAGE CREST POST ACUTE,CA,Los Angeles,2025Q3,92,4889.0,53.141304347826086,53.141304347826086,22060.92000000001,3075.74,19408.490000000005,1979.67,12437.700000000004,0.0,4.512358355491922,0.6291143383104928,3.9698281857230526,0.4049232971977909,2.5440171814276957,0.0
055760,"ALHAMBRA HEALTHCARE & WELLNESS CENTRE, LP",CA,Los Angeles,2025Q3,92,8731.0,94.90217391304348,94.90217391304348,35246.31999999999,1999.19,33090.530000000006,1439.1899999999998,22068.789999999983,0.0,4.036916733478409,0.2289760623067231,3.790004581376704,0.1648367884549307,2.5276360096208896,0.0
055761,ENCINITAS NURSING AND REHABILITATION CENTER,CA,San Diego,2025Q3,92,8471.0,92.07608695652172,92.07608695652172,33334.53,2247.53,29429.39,1653.5599999999995,17992.51000000001,1953.53,3.935135167040491,0.2653205052532168,3.474134104592137,0.195202455436194,2.1240125132806056,5.860379612371916
055764,WHITTIER PACIFIC CARE CENTER,CA,Los Angeles,2025Q3,92,9220.0,100.21739130434784,100.21739130434784,43069.920000000006,4588.749999999999,40617.49999999999,3519.170000000001,21357.44,722.7099999999999,4.671357917570499,0.4976952277657265,4.405368763557483,0.3816887201735359,2.3164251626898045,1.6779924364846737
055775,"ORINDA CARE CENTER, LLC",CA,Contra Costa,2025Q3,92,4350.0,47.28260869565217,47.28260869565217,17891.42,1842.19,16468.829999999998,1306.1899999999998,10712.250000000004,24.0,4.112970114942528,0.4234919540229884,3.7859379310344825,0.3002735632183907,2.462586206896553,0.1341425107677311
055776,WESTVIEW HEALTHCARE CENTER,CA,Placer,2025Q3,92,15320.0,166.52173913043478,166.52173913043478,60884.91999999999,5364.530000000002,58843.49999999999,4844.53,37953.47,235.56,3.974211488250652,0.3501651436031333,3.840959530026109,0.3162225848563968,2.477380548302872,0.3868938318388199
055795,BRIGHTON PLACE SAN DIEGO,CA,San Diego,2025Q3,92,8881.0,96.53260869565216,96.53260869565216,32946.709999999985,3451.28,29886.099999999995,1888.6799999999987,20565.6,360.87,3.709797320121606,0.3886138948316631,3.365172840896295,0.2126652404008556,2.315685170588898,1.0953142210557598
055797,GILROY HEALTHCARE AND REHABILITATION CENTER,CA,Santa Clara,2025Q3,92,10907.0,118.55434782608695,118.55434782608695,46876.69999999999,8602.339999999998,43898.65,8024.339999999998,30009.67000000001,0.0,4.297854588796185,0.7886990006417895,4.024814339415054,0.7357055102227925,2.7514137709727704,0.0
055798,VASONA CREEK HEALTHCARE CENTER,CA,Santa Clara,2025Q3,92,13007.0,141.3804347826087,141.3804347826087,50826.699999999975,6915.090000000003,49529.98,6203.090000000003,29922.770000000004,2608.060000000001,3.907642038902128,0.53164373029907,3.807948027984931,0.4769039747828095,2.3005128007995697,5.131279425971
055799,VINEYARD CARE CENTER,CA,Fresno,2025Q3,92,4847.0,52.68478260869565,52.68478260869565,18861.049999999992,1960.6500000000003,16323.550000000005,676.1499999999999,12056.82,41.15,3.891283268000824,0.4045079430575614,3.3677635650918103,0.1394986589643078,2.4874809160305342,0.2181744918761151
055800,STONEBROOK HEALTH AND REHABILITATION,CA,Santa Clara,2025Q3,92,5993.0,65.1413043478261,65.1413043478261,27415.660000000007,8313.890000000001,24139.739999999987,6561.040000000001,14609.52,0.0,4.574613716002004,1.3872668112798268,4.027989320874351,1.0947839145669949,2.4377640580677453,0.0
055806,VILLA LAS PALMAS HEALTHCARE CENTER,CA,San Diego,2025Q3,92,13362.0,145.2391304347826,145.2391304347826,51602.59,8054.050000000001,49222.30000000002,7515.940000000003,31274.680000000004,0.0,3.861891183954498,0.6027578206855262,3.683752432270619,0.5624861547672506,2.3405687771291728,0.0
055807,SHASTA VIEW ESTATES,CA,Siskiyou,2025Q3,92,3338.0,36.28260869565217,36.28260869565217,15626.060000000003,3169.09,15154.060000000003,2697.0899999999992,8772.749999999995,0.0,4.681264230077892,0.9493978430197724,4.5398621929299,0.8079958058717793,2.628145596165367,0.0
055809,ST ANTHONY CARE CENTER,CA,Alameda,2025Q3,92,2396.0,26.043478260869566,26.043478260869566,8865.299999999996,736.0,8865.299999999996,736.0,5923.879999999999,227.79,3.700041736227044,0.3071786310517529,3.700041736227044,0.3071786310517529,2.472404006677796,2.5694561943758263
055816,CHAPMAN CARE CENTER,CA,Orange,2025Q3,92,8446.0,91.80434782608695,91.80434782608695,51043.16000000002,6145.76,49184.71000000002,5217.759999999999,26858.18,0.0,6.043471465782621,0.7276533270187071,5.823432394032681,0.6177788302154865,3.179988160075776,0.0
055817,MONTE VISTA HEALTHCARE CENTER,CA,Los Angeles,2025Q3,92,5637.0,61.27173913043478,61.27173913043478,22874.680000000008,1876.3299999999988,21354.680000000004,1364.329999999999,13568.559999999996,0.0,4.057952811779317,0.3328596771332267,3.7883058364378224,0.2420312222813551,2.4070533971970898,0.0
055818,ROYAL GARDENS HEALTHCARE,CA,Los Angeles,2025Q3,92,3646.0,39.630434782608695,39.630434782608695,16357.47,3333.48,15375.17,2707.7100000000005,9637.509999999997,0.0,4.48641524958859,0.9142841470104224,4.216996708721887,0.7426522216127264,2.643310477235325,0.0
055826,VALLEY OAKS POST ACUTE,CA,Santa Barbara,2025Q3,92,4737.0,51.48913043478261,51.48913043478261,22096.680000000008,4012.880000000001,20292.21,2382.6599999999994,13446.56,810.0099999999999,4.664699176694112,0.847135317711632,4.283768207726409,0.5029892336922102,2.838623601435508,3.665754312412541
055830,VILLA MARIA POST ACUTE,CA,Santa Barbara,2025Q3,92,7128.0,77.47826086956522,77.47826086956522,32251.13,3501.669999999999,30843.13,2687.6699999999987,19239.869999999995,0.0,4.524569304152638,0.4912556116722782,4.327038439955106,0.3770580808080806,2.699196127946127,0.0
055833,"FULTON GARDENS POST ACUTE, LLC",CA,San Joaquin,2025Q3,92,9950.0,108.15217391304348,108.15217391304348,38954.790000000015,6873.990000000002,35986.89000000001,5001.93,24851.229999999992,285.28000000000003,3.9150542713567855,0.6908532663316584,3.6167728643216086,0.5027065326633167,2.4976110552763813,0.7323361260579249
055839,SAN LUIS CARE CENTER,CA,Stanislaus,2025Q3,92,5887.0,63.98913043478261,63.98913043478261,23224.2,2354.4400000000005,21229.899999999998,1384.5000000000005,15799.520000000002,0.0,3.94499745201291,0.3999388483098353,3.606234075080685,0.235179208425344,2.6837981994224567,0.0
055845,LEISURE GLEN POST ACUTE CARE CENTER,CA,Los Angeles,2025Q3,92,10628.0,115.52173913043478,115.52173913043478,44186.84,4917.699999999999,41787.98999999999,3470.9,27287.610000000008,0.0,4.157587504704554,0.4627117049303725,3.931877117049303,0.326580730146782,2.567520700037637,0.0
055846,THE TERRACES AT SAN JOAQUIN GARDENS VILLAGE,CA,Fresno,2025Q3,92,4305.0,46.79347826086956,46.79347826086956,22379.610000000008,4443.47,19925.07,3438.920000000001,12202.439999999997,204.61,5.198515679442511,1.032164924506388,4.628355400696863,0.7988199767711965,2.834480836236933,0.9142697303482944
055848,VICTORIAN POST ACUTE,CA,San Francisco,2025Q3,92,8045.0,87.44565217391305,87.44565217391305,31014.230000000007,4685.329999999999,29950.970000000005,3674.14,20300.14,4409.559999999999,3.855093847110007,0.5823903045369794,3.722929770043506,0.4566985705407085,2.523323803604723,14.217860640099715
055849,MODESTO POST ACUTE CENTER,CA,Stanislaus,2025Q3,92,8661.0,94.1413043478261,94.1413043478261,33998.49,6317.209999999998,32646.489999999983,5341.209999999998,21378.35999999999,0.0,3.925469345341184,0.7293857522226069,3.76936727860524,0.6166966862948849,2.468347765846899,0.0
055850,PINE RIDGE CARE CENTER,CA,Marin,2025Q3,92,8111.0,88.16304347826087,88.16304347826087,33670.59000000001,8282.589999999997,31451.9,6772.36,21671.17000000001,5922.459999999998,4.151225496239676,1.021155221304401,3.877684625816792,0.8349599309579583,2.6718246825298984,17.589415570086523
055853,REDWOOD COVE HEALTHCARE CENTER,CA,Mendocino,2025Q3,92,5623.0,61.119565217391305,61.119565217391305,20537.01000000001,1322.1200000000003,18929.01000000001,738.1199999999999,12870.999999999998,0.0,3.652322603592389,0.2351271563222479,3.3663542592921942,0.1312680064022763,2.2889916414725238,0.0
055854,SANTA ROSA POST ACUTE,CA,Sonoma,2025Q3,92,8730.0,94.8913043478261,94.8913043478261,34660.06000000001,5871.800000000002,33860.060000000005,5263.800000000002,21034.34,0.0,3.970224513172968,0.6726002290950747,3.878586483390608,0.6029553264604813,2.4094318442153493,0.0
055855,ARDEN PARK POST ACUTE,CA,Sacramento,2025Q3,92,13257.0,144.09782608695653,144.09782608695653,51836.17999999999,6262.929999999999,50162.770000000026,5750.929999999999,31823.980000000003,0.0,3.910098815719997,0.4724243795730557,3.783870408086296,0.4338032737421739,2.4005416006638005,0.0
055856,HIGH VALLEY LODGE,CA,Los Angeles,2025Q3,92,4405.0,47.880434782608695,47.880434782608695,18446.26,732.7399999999999,17470.18000000001,276.73999999999995,14093.279999999995,44.720000000000006,4.187573212258797,0.1663427922814983,3.9659886492622047,0.0628240635641316,3.19938251986379,0.2424339676443897
055858,RANCHO SECO CARE CENTER,CA,Sacramento,2025Q3,92,8682.0,94.3695652173913,94.3695652173913,33802.33,2936.59,33282.33,2416.59,21955.909999999996,0.0,3.893380557475236,0.3382388850495277,3.8334865238424327,0.2783448514167242,2.528900023036166,0.0
055861,OJAI HEALTH & REHABILITATION,CA,Ventura,2025Q3,92,6380.0,69.34782608695652,69.34782608695652,25582.78,1762.7300000000005,23550.78000000001,1162.7300000000007,15521.580000000007,1915.46,4.00984012539185,0.2762899686520377,3.691344827586208,0.1822460815047023,2.4328495297805657,7.48730200548963
055862,GOLDEN ROSE CARE CENTER,CA,Los Angeles,2025Q3,92,7925.0,86.1413043478261,86.1413043478261,36532.9,5752.12,34880.16999999999,4787.83,20764.999999999996,3543.3,4.609829652996845,0.7258195583596214,4.401283280757097,0.6041425867507886,2.6201892744479487,9.698928910653136
055866,PLUM TREE CARE CENTER,CA,Santa Clara,2025Q3,92,5981.0,65.01086956521739,65.01086956521739,27728.29999999999,5014.040000000001,24702.16,4062.040000000002,14688.000000000002,0.0,4.6360642033104815,0.8383280387895002,4.130105333556261,0.6791573315499083,2.4557766259822773,0.0
055869,VALLEY SKILLED NURSING CENTER,CA,Stanislaus,2025Q3,92,4764.0,51.78260869565217,51.78260869565217,19933.62,1513.0599999999995,17682.38,1193.0599999999995,12285.910000000003,0.0,4.184219143576826,0.3176028547439126,3.711666666666667,0.2504324097397145,2.5789063811922763,0.0
055870,SUNRAY HEALTHCARE CENTER,CA,Los Angeles,2025Q3,92,8166.0,88.76086956521739,88.76086956521739,38535.47,4341.130000000001,37201.46999999998,3829.130000000001,21549.000000000007,293.58,4.719014205241243,0.5316103355375951,4.555653930933135,0.4689113397012002,2.638868479059516,0.7618435690546919
055871,WINDSOR SKYLINE CARE CENTER,CA,Monterey,2025Q3,92,6656.0,72.34782608695652,72.34782608695652,25708.230000000003,2286.33,23864.7,1719.7899999999995,16449.489999999998,0.0,3.8624143629807697,0.3434990985576923,3.585441706730769,0.2583819110576922,2.471377704326923,0.0
055872,CITRUS NURSING CENTER,CA,San Bernardino,2025Q3,92,8153.0,88.6195652173913,88.6195652173913,33374.45,2915.9300000000003,30894.769999999997,2403.9300000000003,20260.86,0.0,4.093517723537348,0.3576511713479701,3.789374463387709,0.2948522016435668,2.4850803385256963,0.0
055873,COMMUNITY CARE CENTER,CA,San Diego,2025Q3,92,9254.0,100.58695652173913,100.58695652173913,42083.21,5952.659999999997,40692.3,5648.659999999999,19953.18,0.0,4.547569699589367,0.6432526475037819,4.397266047114761,0.610401988329371,2.156168143505511,0.0
055874,HAYWARD HEALTHCARE & WELLNESS CENTER,CA,Alameda,2025Q3,92,8439.0,91.72826086956522,91.72826086956522,35820.56000000001,5314.789999999999,33602.320000000014,4794.789999999998,21666.08,386.11,4.244645100130349,0.6297890745348974,3.981789311529804,0.568170399336414,2.567375281431449,1.0779005130014712
055876,"PRINCETON MANOR HEALTHCARE CENTER, LLC",CA,Alameda,2025Q3,92,7306.0,79.41304347826087,79.41304347826087,28203.709999999995,2571.3200000000006,25970.16,2123.32,17691.420000000002,8.55,3.8603490281960022,0.3519463454694772,3.554634546947714,0.2906268820147824,2.4214919244456614,0.030315160665033
055884,CREEKSIDE POST-ACUTE,CA,Santa Clara,2025Q3,92,11453.0,124.4891304347826,124.4891304347826,47025.82,9209.139999999998,43517.97,6890.02,28542.93,218.23,4.1059827119532,0.8040810268052037,3.799700515148869,0.6015908495590675,2.492179341657208,0.4640642098319604
055885,COUNTRY DRIVE POST ACUTE,CA,Alameda,2025Q3,92,10380.0,112.82608695652172,112.82608695652172,39570.78999999999,6099.909999999999,37567.42,5313.219999999999,25821.51,0.0,3.812214836223506,0.5876599229287089,3.619211946050096,0.5118709055876686,2.4876213872832373,0.0
055886,ROSEVILLE CARE CENTER,CA,Placer,2025Q3,92,16099.0,174.9891304347826,174.9891304347826,65029.81,7568.890000000003,62352.02000000002,6544.89,35830.52,111.87,4.039369526057519,0.4701465929560844,3.873036834586,0.4065401577737748,2.22563637493012,0.1720287972546744
055887,RIVER BEND NURSING CENTER,CA,Yolo,2025Q3,92,7861.0,85.44565217391305,85.44565217391305,39905.62999999999,6317.16,38441.15,5805.160000000001,19189.980000000003,62.0,5.076406309629816,0.8036076835008269,4.890109400839587,0.7384760208624858,2.441162701946318,0.1553665485296185
055888,HUNTINGTON VALLEY HEALTHCARE CENTER,CA,Orange,2025Q3,92,11734.0,127.54347826086956,127.54347826086956,49476.8,3935.600000000001,47173.65,2811.5999999999995,31019.96000000001,609.7600000000001,4.216533151525482,0.335401397647861,4.020253110618715,0.2396113857167205,2.643596386568946,1.2324160010348286
055890,MAGNOLIA POST ACUTE CARE,CA,San Diego,2025Q3,92,8424.0,91.56521739130434,91.56521739130434,35670.37000000001,2498.08,33924.37000000001,1913.0800000000004,20502.57,0.0,4.234374406457741,0.2965432098765432,4.027109449192784,0.2270987654320988,2.433828347578347,0.0
055892,BERKELEY PINES SKILLED NURSING CENTER,CA,Alameda,2025Q3,92,3280.0,35.65217391304348,35.65217391304348,12548.52,1035.9,11791.37,404.25,8516.200000000003,244.12,3.825768292682927,0.3158231707317073,3.594929878048781,0.1232469512195122,2.596402439024391,1.945408701583932
055894,BROADWAY BY THE SEA,CA,Los Angeles,2025Q3,92,7723.0,83.94565217391305,83.94565217391305,34485.490000000005,2647.5000000000014,32198.76,2037.500000000001,21699.300000000007,0.0,4.465297164314387,0.3428071992748933,4.169203677327464,0.2638223488281757,2.809698303767967,0.0
055899,ROYAL PALMS POST ACUTE,CA,Los Angeles,2025Q3,92,12137.0,131.92391304347825,131.92391304347825,51057.50999999999,5052.170000000002,49554.51,4093.170000000001,33264.01999999999,0.0,4.206765263244622,0.4162618439482575,4.08292905989948,0.3372472604432727,2.740711872785696,0.0
055906,RINALDI CONVALESCENT HOSPITAL,CA,Los Angeles,2025Q3,92,8596.0,93.43478260869566,93.43478260869566,33955.46999999999,3792.4500000000007,32471.419999999995,2931.03,21452.05,0.0,3.9501477431363408,0.4411877617496511,3.777503489995346,0.3409760353652862,2.4955851558864586,0.0
055910,COUNTRY MANOR LA MESA HEALTHCARE CENTER,CA,San Diego,2025Q3,92,8287.0,90.07608695652172,90.07608695652172,33441.880000000005,4286.280000000001,31925.88,3774.2800000000016,19787.0,0.0,4.03546277301798,0.5172293954386389,3.852525642572704,0.4554458790877279,2.3877156992880417,0.0
055914,PLYMOUTH VILLAGE,CA,San Bernardino,2025Q3,92,4038.0,43.891304347826086,43.891304347826086,18412.479999999992,1253.7900000000002,16942.319999999996,271.63000000000005,11297.13,372.61,4.559801882119859,0.3104977711738484,4.195720653789003,0.0672684497275879,2.7977043090638927,2.0236817636733355
055916,SEQUOIA VISTA,CA,Tulare,2025Q3,92,8475.0,92.1195652173913,92.1195652173913,35516.0,2575.23,35003.99999999999,2063.23,22273.17,71.17,4.1906784660766965,0.3038619469026549,4.130265486725663,0.2434489675516224,2.628102654867257,0.2003885572699628
055917,HARVEST CROSSING POST ACUTE,CA,San Joaquin,2025Q3,92,8734.0,94.93478260869566,94.93478260869566,38100.05999999999,3443.9900000000007,35113.80000000001,2867.99,23019.47,56.24,4.362269292420425,0.3943198992443326,4.0203572246393415,0.3283707350583925,2.6356159835127086,0.1476113160976649
055918,VILLA DEL SOL POST ACUTE,CA,Los Angeles,2025Q3,92,8435.0,91.68478260869566,91.68478260869566,36115.89999999999,3614.1600000000008,33746.54,2702.1600000000008,21503.960000000003,0.0,4.281671606401895,0.428471843509188,4.000775340841731,0.3203509187907529,2.549372851215175,0.0
055919,APPLE VALLEY POST-ACUTE REHAB,CA,Sonoma,2025Q3,92,7436.0,80.82608695652173,80.82608695652173,33744.939999999995,3624.08,31635.03,3160.0800000000004,19181.72,0.0,4.53805002689618,0.4873695535233996,4.254307423345885,0.4249704142011835,2.579575040344271,0.0
055922,COURTYARD HEALTH CARE CENTER,CA,Yolo,2025Q3,92,9974.0,108.41304347826087,108.41304347826087,29305.69000000001,6504.979999999999,27731.46000000001,5205.280000000001,18549.38,0.0,2.9382083416883904,0.6521937036294364,2.780374974934832,0.5218849007419291,1.859773410868257,0.0
055929,CRYSTAL COVE CARE CENTER,CA,Orange,2025Q3,92,7920.0,86.08695652173913,86.08695652173913,32708.3,3375.52,30710.81,2551.5200000000004,18886.75,8.2,4.129835858585858,0.4262020202020202,3.877627525252525,0.3221616161616162,2.384690656565656,0.025070089243403
055932,"FOUR SEASONS HEALTHCARE & WELLNESS CENTER, LP",CA,Los Angeles,2025Q3,92,15471.0,168.16304347826087,168.16304347826087,69872.94999999998,6216.080000000001,66538.42999999998,4248.159999999999,44291.65,0.0,4.516382263589941,0.4017891539008468,4.300848684635769,0.2745885850946932,2.862882166634348,0.0
055935,CERES POSTACUTE CARE,CA,Stanislaus,2025Q3,92,3912.0,42.52173913043478,42.52173913043478,15168.240000000003,757.4399999999998,14443.05,757.4399999999998,10102.779999999995,0.0,3.877361963190185,0.1936196319018404,3.6919861963190175,0.1936196319018404,2.5825102249488743,0.0
055952,"TORRANCE CARE CENTER WEST, INC",CA,Los Angeles,2025Q3,92,15700.0,170.65217391304347,170.65217391304347,66071.04000000001,4221.670000000002,63150.169999999984,3159.890000000001,48387.59,6262.569999999999,4.208346496815287,0.2688961783439492,4.02230382165605,0.2012668789808917,3.082012101910828,9.478540068386994
055954,WINDSOR GARDENS CONV CENTER OF SAN DIEGO,CA,San Diego,2025Q3,92,8206.0,89.19565217391305,89.19565217391305,32227.180000000004,4845.6,29913.400000000005,4423.8,21348.799999999985,0.0,3.927270290031685,0.5904947599317573,3.6453083109919575,0.5390933463319523,2.60160857908847,0.0
055955,CALIFORNIA HOME FOR THE AGED,CA,Fresno,2025Q3,92,9582.0,104.15217391304348,104.15217391304348,40378.2,6055.619999999998,38808.58000000001,5117.999999999999,26441.589999999997,200.19,4.21396368190357,0.6319787100814024,4.050154456272178,0.5341264871634314,2.759506366103109,0.495787330787405
055956,BRIDGEWOOD POST ACUTE,CA,Sacramento,2025Q3,92,4303.0,46.77173913043478,46.77173913043478,18500.290000000005,1977.55,16877.790000000005,1531.05,11923.419999999996,0.0,4.299393446432722,0.4595747153148966,3.922330931907972,0.3558099000697188,2.770955147571461,0.0
055957,SANTA PAULA POST ACUTE CENTER,CA,Ventura,2025Q3,92,7494.0,81.45652173913044,81.45652173913044,35038.439999999995,4608.77,32250.75,3616.5700000000006,19127.469999999998,0.0,4.675532425940752,0.614994662396584,4.303542834267414,0.4825954096610623,2.5523712303175867,0.0
055959,WATSONVILLE POST ACUTE CENTER,CA,Santa Cruz,2025Q3,92,7641.0,83.05434782608695,83.05434782608695,31289.29999999999,4836.000000000001,29841.299999999985,4356.000000000001,19696.730000000007,0.0,4.094922130611175,0.6329014526894386,3.9054181389870415,0.5700824499411073,2.577768616673211,0.0
055960,LA CRESCENTA HEALTHCARE CENTER,CA,Los Angeles,2025Q3,92,7934.0,86.23913043478261,86.23913043478261,33940.37,4359.739999999999,32091.529999999988,3919.7399999999993,23266.97000000001,7555.679999999998,4.277838416939753,0.5495008822788,4.044810940257119,0.4940433577010334,2.932564910511723,22.261631207909627
