PROVNUM,PROVNAME,CITY,STATE,COUNTY_NAME,COUNTY_FIPS,CY_Qtr,WorkDate,MDScensus,Hrs_RNDON,Hrs_RNDON_emp,Hrs_RNDON_ctr,Hrs_RNadmin,Hrs_RNadmin_emp,Hrs_RNadmin_ctr,Hrs_RN,Hrs_RN_emp,Hrs_RN_ctr,Hrs_LPNadmin,Hrs_LPNadmin_emp,Hrs_LPNadmin_ctr,Hrs_LPN,Hrs_LPN_emp,Hrs_LPN_ctr,Hrs_CNA,Hrs_CNA_emp,Hrs_CNA_ctr,Hrs_NAtrn,Hrs_NAtrn_emp,Hrs_NAtrn_ctr,Hrs_MedAide,Hrs_MedAide_emp,Hrs_MedAide_ctr,Hrs_RNDON.1
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190902,352,0.0,0.0,0.0,56.02,56.02,0.0,40.9,40.9,0.0,0.0,0.0,0.0,201.74,196.74,5.0,780.54,767.24,13.3,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190903,351,7.0,7.0,0.0,97.73,97.73,0.0,69.23,69.23,0.0,0.0,0.0,0.0,208.17,208.17,0.0,793.88,768.1,25.78,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190904,356,7.0,7.0,0.0,84.17,84.17,0.0,47.98,47.98,0.0,0.0,0.0,0.0,215.44,213.19,2.25,838.87,819.87,19.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190905,355,7.0,7.0,0.0,76.88,76.88,0.0,70.03,70.03,0.0,0.0,0.0,0.0,208.66,201.63,7.03,778.98,764.98,14.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190906,354,7.0,7.0,0.0,104.13,104.13,0.0,48.68,48.68,0.0,0.0,0.0,0.0,201.9,196.9,5.0,789.81,772.81,17.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190907,354,0.0,0.0,0.0,54.18,54.18,0.0,32.97,32.97,0.0,0.0,0.0,0.0,210.99,210.99,0.0,762.98,747.11,15.87,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190908,352,7.0,7.0,0.0,48.72,48.72,0.0,33.5,33.5,0.0,0.0,0.0,0.0,220.84,220.84,0.0,757.71,736.71,21.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190909,353,7.0,7.0,0.0,105.05,105.05,0.0,43.85,43.85,0.0,0.0,0.0,0.0,222.91,213.64,9.27,779.56,762.38,17.18,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190910,354,7.0,7.0,0.0,101.85,101.85,0.0,63.72,63.72,0.0,0.0,0.0,0.0,209.0,187.17,21.83,803.44,789.44,14.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190911,352,7.0,7.0,0.0,94.37,94.37,0.0,41.98,41.98,0.0,0.0,0.0,0.0,216.68,201.11,15.57,807.26,795.26,12.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190912,352,7.0,7.0,0.0,94.29,94.29,0.0,41.4,41.4,0.0,0.0,0.0,0.0,209.88,195.26,14.62,790.4,774.4,16.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190913,354,7.0,7.0,0.0,91.1,91.1,0.0,41.12,41.12,0.0,0.0,0.0,0.0,228.36,223.36,5.0,801.54,775.67,25.87,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190914,352,0.0,0.0,0.0,49.02,49.02,0.0,37.1,37.1,0.0,0.0,0.0,0.0,207.66,207.66,0.0,765.5,758.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190915,351,0.0,0.0,0.0,41.87,41.87,0.0,41.88,41.88,0.0,0.0,0.0,0.0,168.94,168.94,0.0,752.71,752.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190916,352,7.0,7.0,0.0,100.75,100.75,0.0,51.37,51.37,0.0,0.0,0.0,0.0,209.08,200.11,8.97,784.37,770.37,14.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190917,352,7.0,7.0,0.0,91.11,91.11,0.0,59.49,59.49,0.0,0.0,0.0,0.0,214.94,202.77,12.17,787.55,767.13,20.42,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190918,354,7.0,7.0,0.0,77.08,77.08,0.0,72.15,72.15,0.0,0.0,0.0,0.0,200.14,193.44,6.7,788.29,769.29,19.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190919,355,7.0,7.0,0.0,90.82,90.82,0.0,83.95,83.95,0.0,0.0,0.0,0.0,194.95,179.23,15.72,794.03,778.7,15.33,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190920,357,7.0,7.0,0.0,91.03,91.03,0.0,58.18,58.18,0.0,0.0,0.0,0.0,212.3,205.8,6.5,791.71,767.86,23.85,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190921,356,0.0,0.0,0.0,55.88,55.88,0.0,35.03,35.03,0.0,0.0,0.0,0.0,221.09,214.22,6.87,758.32,744.32,14.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190922,355,0.0,0.0,0.0,49.47,49.47,0.0,42.08,42.08,0.0,0.0,0.0,0.0,208.47,201.75,6.72,748.3,732.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190923,356,7.0,7.0,0.0,90.51,90.51,0.0,57.97,57.97,0.0,0.0,0.0,0.0,193.13,186.25,6.88,777.56,755.01,22.55,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190924,356,7.0,7.0,0.0,91.23,91.23,0.0,53.86,53.86,0.0,0.0,0.0,0.0,209.0,204.0,5.0,789.28,778.0,11.28,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190925,353,7.0,7.0,0.0,83.9,83.9,0.0,58.05,58.05,0.0,0.0,0.0,0.0,207.53,205.53,2.0,779.81,774.81,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190926,351,7.0,7.0,0.0,97.92,97.92,0.0,68.04,68.04,0.0,0.0,0.0,0.0,197.35,192.35,5.0,783.74,758.09,25.65,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190927,358,7.0,7.0,0.0,97.87,97.87,0.0,55.89,55.89,0.0,0.0,0.0,0.0,208.01,208.01,0.0,796.66,775.19,21.47,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190928,357,0.0,0.0,0.0,56.29,56.29,0.0,30.1,30.1,0.0,0.0,0.0,0.0,186.3,177.3,9.0,759.2,759.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190929,357,0.0,0.0,0.0,45.6,45.6,0.0,41.95,41.95,0.0,0.0,0.0,0.0,190.95,182.45,8.5,766.95,766.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q3,20190930,358,7.0,7.0,0.0,63.13,63.13,0.0,49.61,49.61,0.0,0.0,0.0,0.0,217.84,205.84,12.0,786.76,774.46,12.3,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191001,358,7.0,7.0,0.0,90.3,90.3,0.0,51.03,51.03,0.0,0.0,0.0,0.0,222.38,207.13,15.25,779.2,759.18,20.02,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191002,359,0.0,0.0,0.0,91.56,91.56,0.0,65.22,65.22,0.0,0.0,0.0,0.0,214.8,207.47,7.33,783.98,771.98,12.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191003,357,0.0,0.0,0.0,98.08,98.08,0.0,76.99,76.99,0.0,0.0,0.0,0.0,186.68,186.68,0.0,784.17,770.02,14.15,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191004,356,0.0,0.0,0.0,97.94,97.94,0.0,60.83,60.83,0.0,0.0,0.0,0.0,206.57,206.57,0.0,793.83,781.83,12.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191005,356,0.0,0.0,0.0,42.07,42.07,0.0,35.21,35.21,0.0,0.0,0.0,0.0,212.97,212.97,0.0,755.07,739.07,16.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191006,356,0.0,0.0,0.0,48.39,48.39,0.0,34.8,34.8,0.0,0.0,0.0,0.0,216.46,216.46,0.0,753.83,732.83,21.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191007,355,7.0,7.0,0.0,84.67,84.67,0.0,57.59,57.59,0.0,0.0,0.0,0.0,203.14,203.14,0.0,797.64,785.64,12.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191008,354,7.0,7.0,0.0,97.95,97.95,0.0,67.88,67.88,0.0,0.0,0.0,0.0,197.03,195.45,1.58,795.48,784.65,10.83,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191009,354,7.0,7.0,0.0,56.07,56.07,0.0,51.26,51.26,0.0,0.0,0.0,0.0,220.84,215.84,5.0,768.94,758.62,10.32,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191010,352,7.0,7.0,0.0,97.73,97.73,0.0,67.77,67.77,0.0,0.0,0.0,0.0,196.77,194.85,1.92,785.52,763.3,22.22,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191011,350,0.0,0.0,0.0,77.05,77.05,0.0,55.99,55.99,0.0,0.0,0.0,0.0,214.87,209.87,5.0,761.33,740.55,20.78,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191012,351,0.0,0.0,0.0,41.97,41.97,0.0,32.14,32.14,0.0,0.0,0.0,0.0,193.18,184.18,9.0,764.56,759.56,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191013,351,0.0,0.0,0.0,48.85,48.85,0.0,51.88,51.88,0.0,0.0,0.0,0.0,170.1,157.6,12.5,759.94,759.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191014,351,0.0,0.0,0.0,91.32,91.32,0.0,67.92,67.92,0.0,0.0,0.0,0.0,197.27,195.3,1.97,771.68,753.28,18.4,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191015,353,7.0,7.0,0.0,97.97,97.97,0.0,58.07,58.07,0.0,0.0,0.0,0.0,213.35,208.35,5.0,787.55,771.55,16.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191016,352,7.0,7.0,0.0,90.75,90.75,0.0,72.13,72.13,0.0,0.0,0.0,0.0,206.58,199.58,7.0,791.02,774.99,16.03,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191017,352,7.0,7.0,0.0,98.12,98.12,0.0,69.4,69.4,0.0,0.0,0.0,0.0,194.64,192.39,2.25,778.93,759.85,19.08,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191018,352,7.0,7.0,0.0,98.29,98.29,0.0,47.45,47.45,0.0,0.0,0.0,0.0,196.72,191.72,5.0,780.27,764.84,15.43,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191019,351,0.0,0.0,0.0,41.73,41.73,0.0,28.23,28.23,0.0,0.0,0.0,0.0,216.55,208.47,8.08,760.22,744.22,16.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191020,350,0.0,0.0,0.0,47.48,47.48,0.0,34.77,34.77,0.0,0.0,0.0,0.0,216.84,209.09,7.75,751.85,737.85,14.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191021,349,7.0,7.0,0.0,106.28,106.28,0.0,62.02,62.02,0.0,0.0,0.0,0.0,188.45,186.2,2.25,796.79,773.36,23.43,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191022,351,7.0,7.0,0.0,97.79,97.79,0.0,68.78,68.78,0.0,0.0,0.0,0.0,202.22,195.05,7.17,798.14,789.14,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191023,352,7.0,7.0,0.0,91.14,91.14,0.0,71.45,71.45,0.0,0.0,0.0,0.0,187.92,180.75,7.17,804.34,782.32,22.02,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191024,353,7.0,7.0,0.0,84.17,84.17,0.0,68.11,68.11,0.0,0.0,0.0,0.0,190.69,183.19,7.5,789.61,768.78,20.83,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191025,352,7.0,7.0,0.0,69.8,69.8,0.0,67.52,67.52,0.0,0.0,0.0,0.0,194.67,189.67,5.0,793.55,777.85,15.7,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191026,351,0.0,0.0,0.0,49.08,49.08,0.0,48.92,48.92,0.0,0.0,0.0,0.0,181.69,172.74,8.95,758.52,751.52,7.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191027,351,0.0,0.0,0.0,49.22,49.22,0.0,59.65,59.65,0.0,0.0,0.0,0.0,164.12,149.87,14.25,759.84,757.84,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191028,348,7.0,7.0,0.0,102.88,102.88,0.0,69.8,69.8,0.0,0.0,0.0,0.0,184.53,177.4,7.13,792.77,768.77,24.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191029,348,7.0,7.0,0.0,99.91,99.91,0.0,67.9,67.9,0.0,0.0,0.0,0.0,195.88,190.88,5.0,796.12,777.95,18.17,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191030,350,7.0,7.0,0.0,90.9,90.9,0.0,51.18,51.18,0.0,0.0,0.0,0.0,220.44,218.17,2.27,792.12,772.72,19.4,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191031,348,7.0,7.0,0.0,98.03,98.03,0.0,78.23,78.23,0.0,0.0,0.0,0.0,189.02,184.02,5.0,783.44,777.07,6.37,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191101,351,7.0,7.0,0.0,90.94,90.94,0.0,54.6,54.6,0.0,0.0,0.0,0.0,206.39,195.89,10.5,790.07,767.54,22.53,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191102,347,0.0,0.0,0.0,48.82,48.82,0.0,21.03,21.03,0.0,0.0,0.0,0.0,219.12,211.87,7.25,764.76,748.76,16.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191103,346,0.0,0.0,0.0,63.26,63.26,0.0,28.27,28.27,0.0,0.0,0.0,0.0,223.92,216.17,7.75,778.07,756.24,21.83,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191104,347,7.0,7.0,0.0,98.07,98.07,0.0,78.95,78.95,0.0,0.0,0.0,0.0,207.51,195.51,12.0,798.87,773.22,25.65,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191105,348,7.0,7.0,0.0,98.03,98.03,0.0,81.82,81.82,0.0,0.0,0.0,0.0,203.99,195.17,8.82,795.43,783.0,12.43,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191106,354,7.0,7.0,0.0,90.99,90.99,0.0,69.98,69.98,0.0,0.0,0.0,0.0,210.1,197.77,12.33,781.7,769.7,12.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191107,356,7.0,7.0,0.0,97.8,97.8,0.0,63.03,63.03,0.0,0.0,0.0,0.0,218.23,216.23,2.0,796.84,780.84,16.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191108,360,7.0,7.0,0.0,98.1,98.1,0.0,60.9,60.9,0.0,0.0,0.0,0.0,210.29,203.54,6.75,813.08,786.58,26.5,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191109,358,0.0,0.0,0.0,41.68,41.68,0.0,18.24,18.24,0.0,0.0,0.0,0.0,203.25,189.25,14.0,759.53,754.53,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191110,359,0.0,0.0,0.0,41.81,41.81,0.0,43.9,43.9,0.0,0.0,0.0,0.0,179.23,165.23,14.0,777.93,777.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191111,359,7.0,7.0,0.0,105.56,105.56,0.0,35.52,35.52,0.0,0.0,0.0,0.0,199.65,187.65,12.0,786.33,766.28,20.05,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191112,363,7.0,7.0,0.0,98.37,98.37,0.0,62.92,62.92,0.0,0.0,0.0,0.0,200.47,198.04,2.43,799.95,776.5,23.45,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191113,366,7.0,7.0,0.0,83.72,83.72,0.0,65.17,65.17,0.0,0.0,0.0,0.0,200.27,195.27,5.0,790.17,765.22,24.95,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191114,365,7.0,7.0,0.0,97.98,97.98,0.0,51.02,51.02,0.0,0.0,0.0,0.0,209.11,206.14,2.97,802.99,785.91,17.08,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191115,363,0.0,0.0,0.0,90.72,90.72,0.0,53.8,53.8,0.0,0.0,0.0,0.0,203.32,196.32,7.0,800.84,791.79,9.05,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191116,364,0.0,0.0,0.0,42.33,42.33,0.0,33.04,33.04,0.0,0.0,0.0,0.0,209.26,202.01,7.25,759.78,750.78,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191117,364,0.0,0.0,0.0,41.97,41.97,0.0,27.82,27.82,0.0,0.0,0.0,0.0,196.26,188.51,7.75,746.04,732.04,14.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191118,363,7.0,7.0,0.0,97.88,97.88,0.0,65.22,65.22,0.0,0.0,0.0,0.0,193.34,188.34,5.0,783.45,771.45,12.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191119,362,7.0,7.0,0.0,98.28,98.28,0.0,53.73,53.73,0.0,0.0,0.0,0.0,198.75,198.75,0.0,813.15,781.16,31.99,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191120,359,7.0,7.0,0.0,83.9,83.9,0.0,44.1,44.1,0.0,0.0,0.0,0.0,195.39,195.39,0.0,791.86,767.99,23.87,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191121,359,7.0,7.0,0.0,83.84,83.84,0.0,53.76,53.76,0.0,0.0,0.0,0.0,209.72,209.72,0.0,793.5,772.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191122,358,7.0,7.0,0.0,84.11,84.11,0.0,63.18,63.18,0.0,0.0,0.0,0.0,187.79,187.79,0.0,786.91,761.23,25.68,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191123,358,0.0,0.0,0.0,41.73,41.73,0.0,49.17,49.17,0.0,0.0,0.0,0.0,177.57,177.57,0.0,765.65,760.65,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191124,358,0.0,0.0,0.0,42.14,42.14,0.0,48.95,48.95,0.0,0.0,0.0,0.0,157.72,157.72,0.0,764.48,756.98,7.5,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191125,358,7.0,7.0,0.0,90.95,90.95,0.0,60.88,60.88,0.0,0.0,0.0,0.0,191.39,191.39,0.0,788.45,771.85,16.6,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191126,361,7.0,7.0,0.0,97.89,97.89,0.0,48.75,48.75,0.0,0.0,0.0,0.0,200.99,200.99,0.0,787.19,772.29,14.9,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191127,364,7.0,7.0,0.0,91.3,91.3,0.0,63.19,63.19,0.0,0.0,0.0,0.0,193.63,193.63,0.0,787.93,773.93,14.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191128,363,0.0,0.0,0.0,48.87,48.87,0.0,43.95,43.95,0.0,0.0,0.0,0.0,212.65,212.65,0.0,764.71,757.71,7.0,0.0,0.0,0.0,0.0,0.0,0.0,
335513,SEAGATE REHABILITATION AND NURSING CENTER,BROOKLYN,NY,Kings,47,2019Q4,20191129,363,0.0,0.0,0.0,77.01,77.01,0.0,39.9,39.9,0.0,0.0,0.0,0.0,202.76,202.76,0.0,776.12,757.57,18.55,0.0,0.0,0.0,0.0,0.0,0.0,
