Chain,Chain ID,Number of facilities,Number of states and territories with operations,Number of Special Focus Facilities (SFF),Number of SFF candidates,Number of facilities with an abuse icon,Percentage of facilities with an abuse icon,Percent of facilities classified as for-profit,Percent of facilities classified as non-profit,Percent of facilities classified as government-owned,Average overall 5-star rating,Average health inspection rating,Average staffing rating,Average quality rating,Average total nurse hours per resident day,Average total weekend nurse hours per resident day,Average total Registered Nurse hours per resident day,Average total nursing staff turnover percentage,Average Registered Nurse turnover percentage,Average number of administrators who have left the nursing home,Total number of fines,Average number of fines,Total amount of fines in dollars,Average amount of fines in dollars,Total number of payment denials,Average number of payment denials,Average percentage of short-stay residents who were re-hospitalized after a nursing home admission,Average percentage of short-stay residents who have had an outpatient emergency department visit,Average percentage of short-stay residents who newly received an antipsychotic medication,Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened,Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge ,Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine,"Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days",Average percentage of long-stay residents who received an antipsychotic medication,Average percentage of long-stay residents experiencing one or more falls with major injury,Average percentage of long-stay residents with pressure ulcers,Average percentage of long-stay residents with a urinary tract infection,Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder,Average percentage of long-stay residents whose ability to move independently worsened,Average percentage of long-stay residents whose need for help with activities of daily living has increased,Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine,Average percentage of long-stay residents who were physically restrained,Average percentage of long-stay residents with new or worsened bowel or bladder incontinence,Average percentage of long-stay residents who lose too much weight,Average percentage of long-stay residents who have symptoms of depression,Average percentage of long-stay residents who used antianxiety or hypnotic medication,Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF
NORTH COUNTRY ASSOCIATES,375,9,1,0,0,0,0,77.8,22.2,0,2.6,2.4,4.1,2.6,4.6,4.2,1,50.1,48.3,0.5,2,0.2,23179,2575.4,0,0,21.9,19.4,2.1,3,64.8,70.9,69.3,2,3.6,20,4.6,3.7,1.2,0.6,30.7,32.9,96.1,89.2,0.1,28.6,2.5,8,17,10.3
NORTH MISSISSIPPI HEALTH SERVICES,376,2,2,0,0,0,0,0,100,0,3.5,2,4.5,5,4.1,3.5,1.2,31.5,23.1,0.5,1,0.5,13520,6760,0,0,33.6,10.8,0.8,3.3,72.1,62.7,61.8,0.9,1,22.8,1.8,6.2,0.7,1.5,17.9,17.1,94.6,69.4,0,22.1,8.1,0.6,29.5,10.6
NORTH SHORE HEALTHCARE,377,59,4,0,1,1,1.7,100,0,0,2.7,2.8,3.5,2.6,3.6,3.2,1,43.2,40.5,0.7,35,0.6,1012340,17158.3,5,0.1,25,14.4,1.8,2.3,50.3,79.1,82,1.8,2.1,17.8,3.6,5,2.7,2.7,25.5,20.1,95.7,96.1,0.2,27.2,4.6,5.2,15.9,10.5
NURSING CARE MANAGEMENT OF AMERICA,379,5,2,0,0,0,0,100,0,0,3.2,2.6,3.2,4.6,3.9,3.5,0.7,37.6,28.4,0.2,4,0.8,43883,8776.6,2,0.4,20.8,11.2,0.2,0.8,60.7,84.7,85.4,2,1.3,7.7,4.2,3.1,0.3,0.2,5.4,5.9,98,97.5,0,25.5,4.5,22.3,23.2,10.3
O'NEILL HEALTHCARE,380,6,1,0,0,0,0,100,0,0,4.3,3.8,1.8,5,3.5,3.1,0.5,50,52.7,0.2,1,0.2,166764,27794,0,0,25.4,10.1,0.6,1.3,68.3,71.6,85.5,1.7,0.9,3.2,3.9,3.6,0,0,4.1,3.5,87,95.8,0,22.3,4.3,44.3,25.9,11
OCEAN HEALTHCARE,381,11,1,0,0,1,9.1,100,0,0,3.1,2.5,2.8,4.5,3.3,3,0.4,35.9,27.6,0.2,6,0.5,214448,19495.3,0,0,24.2,8.2,1.1,2.7,73.3,78.8,73.5,2.2,1.2,9.6,2.7,4.8,0.7,1.1,10.7,9.7,97.8,92.9,0,17.7,5.9,4.4,14,10.8
OHANA PACIFIC MANAGEMENT CO.,382,6,1,0,0,0,0,100,0,0,3.3,2.8,4,3.8,4.2,3.7,1.5,39.2,32,0.2,1,0.2,65455,10909.2,1,0.2,17.8,13.1,0.4,2.4,54.2,84.5,85.9,1.2,1.3,10.9,1.6,5.2,4.3,1.4,29.4,18.2,96.7,98.3,0,18.6,5.1,0.5,6.2,9.4
OHIO LIVING COMMUNITIES,383,11,1,0,0,0,0,0,100,0,4.7,3.9,4.4,4.9,4.6,4.1,1,42.5,23.3,0.3,2,0.2,68330,6211.8,0,0,22.6,11,0.7,0.9,66.4,85.9,81.1,1.5,1.3,8.4,2.5,2.1,1.1,0.2,11.7,7.5,88.9,94.4,0,18.3,5.2,8,22,11
"OKLAHOMA NURSING HOMES, LTD.",384,7,1,0,0,1,14.3,100,0,0,2.4,2.9,2.3,2.6,4.3,3.9,0.4,49.3,57.1,1,20,2.9,227518,32502.6,0,0,23.4,14,1,2.7,61.6,79.1,86.6,2.4,3.4,12,6.9,3.5,1.2,2.9,22.2,20.9,94.9,99.1,0.1,22.4,4.1,5.3,36.3,11.5
ONYX HEALTH,385,11,1,0,0,0,0,100,0,0,4.5,3.7,3.6,4.7,3.6,3.4,1,35.4,45.4,0.5,9,0.8,59317,5392.5,0,0,27.1,6.9,1.3,1.2,59.6,97.4,98.3,2.3,0.7,6.4,1.1,4,0,0.2,6.3,7.1,100,99.7,0,5.9,6.3,4.4,10,10.1
OPTIMA CARE,386,8,3,0,0,0,0,100,0,0,3,2.4,3.4,3.9,3.7,3.3,0.7,40.9,40.4,1.1,11,1.4,206720,25840,0,0,20,6.9,1.7,1.7,65.5,87,87.5,2,0.9,8.6,3.1,6.6,1.3,0.4,11.2,13,98.6,97.7,0,17.3,4.6,19.5,16.1,11.2
OSBYCORP,388,2,2,0,0,1,50,100,0,0,1.5,2,2,3.5,3.2,2.7,0.7,36.4,25,0,0,0,0,0,0,0,26.4,4.5,10.5,5.4,80,90,96.6,1.3,2.3,13.9,4.1,3.5,5.3,0.5,12.6,13.9,98.4,99.6,0,22.3,6.4,8.7,24.4,10.8
OTTERBEIN SENIORLIFE,389,19,2,0,0,0,0,5.3,89.5,5.3,2.9,2.8,2.9,4.3,4.1,3.7,0.9,50.8,47.7,0.3,6,0.3,121501,6394.8,0,0,26.7,14.1,0.8,1.4,53,86.9,92.8,1.7,1.6,10.4,3.7,3.3,0.6,0.4,5.5,4.3,96.8,97.7,0,25.3,6.9,13,26.8,11
PACIFIC RETIREMENT SERVICES,391,10,5,0,0,0,0,0,100,0,4.4,4.2,4.3,4.4,5.3,4.8,1.3,41.2,39.2,0.4,1,0.1,10033,1003.3,1,0.1,21.8,9.5,0.6,3.2,55.8,88.6,95.3,1.1,1.3,7.4,2.8,4.4,2.6,1.2,19.8,15.9,99.6,99.7,0,20.7,5.3,3.4,8,9.7
PALLADIAN HEALTHCARE,393,6,2,0,0,3,50,100,0,0,1.7,2.2,1.2,2.2,2.7,2.5,0.3,48.4,55.3,0.2,8,1.3,358060,59676.7,2,0.3,26.7,17.7,1.6,3.3,49.4,81.9,62.4,2.2,3.1,18.8,5,4.1,1.7,0.8,28.8,27,92.9,83.1,0,20.8,7.2,24.3,19.8,11.6
PALM GARDEN HEALTH AND REHABILITATION,394,14,1,0,0,2,14.3,100,0,0,3.1,2.5,3.4,4.4,3.7,3.4,0.6,43.9,42.2,0.5,16,1.1,327558,23397,0,0,25.8,8.1,0.9,1.9,47.8,94.6,96.9,2.4,1,4.3,2.2,4.2,0.9,0.5,12.9,10.1,98.3,99.7,0,18.9,5.6,0.8,18,11.6
PARAGON HEALTHNET,395,11,1,0,0,0,0,100,0,0,4.4,3.7,2.4,4.8,3.9,3.4,0.8,32.4,34.1,1.1,0,0,0,0,0,0,16.8,6.9,1.6,1,70.3,91,93.2,1.4,0.9,15.3,2.8,7.6,0.7,0.3,9.9,12.5,97.7,98.8,0.2,9.4,5.9,35.3,18.8,10.3
PARAMOUNT HEALTHCARE CONSULTANTS,396,14,2,0,0,0,0,100,0,0,2.4,2.8,2.7,1.9,3.6,3.2,0.3,45.8,50,0.4,8,0.6,321232,22945.1,4,0.3,30.5,17.9,3,2.7,56.8,43.8,67.5,2.7,3.9,28.9,4.1,6.3,1.4,1.7,23,19.9,94.1,86.8,0.2,14.7,5.4,1.3,18.6,12.9
"PEAK RESOURCES, INC.",397,9,1,0,0,1,11.1,100,0,0,3.3,3.3,2.4,3,3.3,3,0.4,44.1,39.1,0.1,5,0.6,84411,9379,1,0.1,23.2,13.3,2.4,4.5,53.4,90.7,92.2,1.7,1.9,14.8,4.5,5.4,2.2,0.4,21.7,18.4,95.4,97.9,0,16.1,10.6,3.6,23,11.3
PETERSEN HEALTH CARE,399,13,2,0,2,3,23.1,100,0,0,1.7,2.3,1.2,2.3,3.4,3,0.5,51.9,60.8,1.1,21,1.6,1103613,84893.3,14,1.1,20.9,23.7,2.7,3,34.5,51.4,69,1.8,3.1,21.5,3.5,5.3,1.5,0.3,26.9,28.3,79.2,87,0,24.3,5.6,33.2,26.5,11
PHILOSOPHY CARE CENTERS,400,3,2,0,0,1,33.3,100,0,0,2.7,2.7,2.3,4,3.5,3.1,0.5,33.4,26.8,0.3,2,0.7,158890,52963.3,0,0,27.9,8.8,2.7,1.4,65.1,55.1,52.2,2.1,1.6,14.7,1.9,7.5,0.9,0.5,7.6,9.2,94.6,87,0.3,8.9,5.5,9.3,28.4,10.4
PHOENIX HEALTHCARE,401,6,1,0,0,1,16.7,100,0,0,2.8,2.8,3.2,3,4.3,4.1,0.5,53.3,42.5,4,5,0.8,50467,8411.2,1,0.2,22.7,21,1.6,4.1,51.8,67.3,67.6,2.1,2.7,22.1,5.1,4.6,2.8,0.8,15.9,14.7,87,86.7,0,20.2,5.3,2,15.7,10.7
PHOENIX SENIOR LIVING,402,2,2,0,0,0,0,100,0,0,3,3,2.5,2.5,4.3,4,0.6,53.2,81.8,0,3,1.5,27834,13917,1,0.5,26.1,13.6,1.1,4.3,47,84.4,95.8,2.1,2.1,11.7,11,5,4,3.7,22.4,15.5,93.8,99.3,0,23.3,14.1,4.4,12.4,11.3
PIONEER HEALTHCARE MANAGEMENT,403,9,1,1,0,1,11.1,100,0,0,2.8,2.6,3,3.1,3.3,3,0.6,57.2,57.6,0.3,5,0.6,179046,19894,9,1,21.7,11.6,2,0.9,59.5,60.7,59,2.1,2,28.6,2.2,6.3,1.1,1.5,9.3,10.5,83.7,77.9,0,9,4.6,4.1,20.5,10.8
PIVOTAL HEALTH CARE,404,9,3,0,0,0,0,100,0,0,4.3,3.5,4.5,4.3,4.4,3.9,1,53.4,42.4,0.1,1,0.1,12248,1360.9,0,0,20.7,11.9,1.6,1,61.9,87.4,95.4,1.6,1,6.5,3.8,3.6,2.5,1.3,21,18.3,95.6,98.8,0,28.2,3.4,1.7,12.2,10.5
PLANTATION MANAGEMENT COMPANY,406,16,1,0,1,1,6.3,100,0,0,1.7,2.4,1.3,1.9,3.2,2.8,0.1,46.7,46,0.9,16,1,881101,55068.8,4,0.3,33,15.1,1.9,3.9,37.2,78.3,84.2,2.6,2.4,21.7,3.6,6.6,2,0.9,18.6,15.1,95.9,88.7,0,18.7,5.9,1.5,19.8,11.4
POLLAK HOLDINGS,408,6,2,1,4,3,50,100,0,0,1.6,1.2,1.5,3.8,3.6,3.3,0.5,58.4,55,1.5,14,2.3,747021,124503.5,1,0.2,27.3,13.1,2.5,1.7,60.4,37.7,38.5,1.8,1.8,18.1,2.6,5.1,0.8,0.6,15,12.7,80.4,64.5,0,24.2,9.1,1.9,20.4,11
PREFERRED CARE,409,13,2,0,0,0,0,100,0,0,3.5,3,2.5,4.3,3.8,3.4,0.6,53.9,50.1,0.2,3,0.2,123143,9472.5,0,0,24.9,9.6,0.5,1.1,74.7,92.5,93.6,2.2,1.2,10,1.9,4.9,1.1,0.4,10.3,9,98.7,99.3,0,17.9,4.1,15.2,19.2,10.4
PREMIER HEALTHCARE OF ILLINOIS,410,3,2,0,0,0,0,100,0,0,2.3,2.3,1.7,2.7,3.3,2.9,0.6,48.8,43,1,7,2.3,206750,68916.7,1,0.3,14.9,12.1,3.3,1.7,24.5,60.3,79,1.9,1.9,29.4,2.9,5.9,0.1,0.6,16.8,13.4,96.2,93.1,0,24.3,7,85.3,27.5,10.7
PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,411,5,1,0,0,0,0,20,80,0,4.2,3.4,4,4.6,5.4,4.5,1.2,55.4,50.5,0.3,0,0,0,0,0,0,24.8,13.3,1,2.4,81.6,92.2,98,0.6,0.5,6.1,8.6,5.1,0,0,11,8.6,100,100,0,25.2,,0,,10.8
PRESBYTERIAN HOMES & SERVICES,412,21,3,0,0,0,0,9.5,90.5,0,4.3,3.5,4.9,3,4.4,4.1,1.2,33.6,30.5,0.6,6,0.3,112709,5367.1,3,0.1,21.4,10.8,1.1,3.7,55.7,80.3,87,1.3,1.6,16.8,4.6,6.1,3.6,2.7,27.5,21.7,87.9,97.5,0,29.4,4,4.4,13.7,10
PRESBYTERIAN MANORS OF MID-AMERICA,413,14,2,0,0,0,0,0,100,0,3.6,3.5,3.9,3.1,4.6,4.2,0.8,53.7,45.9,0.3,10,0.7,126903,9064.5,3,0.2,23.5,13,1.3,3.9,59.4,73.6,82.5,1.5,1.8,9.5,5.4,4.1,3.6,1.5,23.2,23.7,95.9,96.4,0,30.1,5.5,2.1,19.8,10.3
PRESBYTERIAN SENIOR LIVING,415,11,3,0,0,2,18.2,0,100,0,3.6,3.1,4.3,3.8,4,3.7,0.9,40.5,38.9,0.7,10,0.9,340662,30969.3,0,0,26.2,11.4,0.7,2.8,57.6,59.1,63.3,1.3,1.2,15.9,3.6,3.6,1.3,0.3,25.6,22.2,90.7,83.9,0,29.6,5.4,2.9,20.6,11.4
PRESTIGE ADMINISTRATIVE SERVICES,416,9,2,0,0,1,11.1,100,0,0,2.3,2.1,2.4,3.6,3.8,3.2,0.6,47.9,46.3,0.6,8,0.9,384899,42766.6,1,0.1,20.4,12.8,1.6,2.7,41,68.1,64.4,1.5,1.8,15.3,2.6,8.6,1.7,0.5,18,11.3,96.8,92,0,19.9,6,3.3,26.7,11.3
PRESTIGE CARE,417,2,2,0,1,1,50,100,0,0,3,2.5,2.5,4.5,4.4,3.8,0.8,44.3,53.8,0.5,3,1.5,30866,15433,0,0,23.1,9.8,0.8,0.4,66.8,93.5,98.4,0.9,1.1,19.7,2.2,5.1,0,0,9.7,8.8,98,100,0,5.4,0.6,14,8.8,10.2
PRESTIGE HEALTHCARE ADMINISTRATIVE SERVICES,418,15,3,0,0,1,6.7,100,0,0,3.5,3.1,2.5,4.5,3.7,3.4,0.6,46,44,0.8,16,1.1,734081,48938.7,4,0.3,23.5,8.7,1.1,2.2,65.3,72.4,65.8,1.9,1.2,18.4,2.3,3.4,1,0.4,9,8.9,97,79.7,0,25,4.3,24.5,19.9,11.1
PRIME HEALTH CARE ENTERPRISES,419,5,1,0,0,0,0,100,0,0,3.8,3.8,3.8,2.2,4.3,3.7,0.6,39.3,28.7,0.2,1,0.2,4558,911.6,0,0,24.7,17.5,1.1,1.3,19.6,68.2,73.8,1.9,2.8,25.6,3.4,6,1.4,1.7,11,13.4,97.8,91,0,9.3,4.9,0.6,20.3,11
PRIME HEALTHCARE,420,6,3,0,0,1,16.7,83.3,16.7,0,3.3,3,3.2,3.6,6.8,6.3,2.2,26.3,16.3,0,8,1.3,271632,45272,3,0.5,29.9,14.1,0.9,3.6,35.7,67,48.8,2.1,0.9,10.2,2.4,7.4,3,5.2,14.5,14.3,99.4,92.5,0.2,8.6,4.4,17.1,18.8,12
PRIME HEALTHCARE MANAGEMENT,421,10,1,0,2,1,10,100,0,0,1.3,2.1,1.4,1.6,3.4,3,0.4,69.1,82,1.2,2,0.2,174821,17482.1,6,0.6,25.3,17.2,1.5,6.1,52.3,60.6,68,2.9,3.4,20.6,6.3,4.9,2.8,2.1,26.3,23.8,88.8,87.5,0.2,18.1,6.9,10.3,24.9,10.7
PRINCIPLE LONG TERM CARE,423,44,3,0,0,2,4.5,100,0,0,3.1,3,3,3.4,3.6,3.2,0.6,49,41.9,1,35,0.8,1219968,27726.5,7,0.2,23.9,14,1.1,2.6,52,73.1,76.1,1.8,1.9,13.9,3.1,5.5,1.5,0.4,16.8,14.4,93.8,89.4,0,8.2,6.1,2.3,23.4,10.9
PRIORITY HEALTHCARE GROUP,424,14,4,0,1,1,7.1,100,0,0,2.6,2.7,2.6,3.2,3.1,2.9,0.6,46.9,39.5,0.4,13,0.9,425794,30413.9,3,0.2,21.2,9.4,2,1.7,47.1,62.1,63.7,2,1.4,21.9,3.6,4.5,2.6,0.7,18.3,18.3,96.1,87,0.1,25.4,7.2,3.2,21.8,11
PRIORITY MANAGEMENT,425,38,2,0,0,5,13.2,86.8,0,13.2,2.6,3.1,1.4,3.4,3.3,2.9,0.3,51.1,44.2,0.3,31,0.8,993394,26141.9,2,0.1,24.3,11.8,1.5,2.6,53.3,96.1,97,2.3,2,11.4,3,4.4,0.1,0.1,14.2,18.1,99.4,99.8,0,13.3,3.3,8.1,18.4,11.2
PROGRESSIVE HEALTH CARE CENTERS,426,5,1,0,0,0,0,100,0,0,3.8,3.2,2.7,4.6,3.9,3.6,0.3,66.9,75,0.7,1,0.2,37151,7430.2,1,0.2,25,1.8,0.7,0,22.5,97.9,98.6,2.2,1.5,7.9,1.1,6.5,0.8,0.8,8.9,7.4,99.8,100,0,11.5,6.9,0.2,17.3,10.6
PROGRESSIVE QUALITY CARE,427,11,1,0,0,0,0,100,0,0,2.7,2,2,4.7,3.6,3.2,0.7,55.5,38.1,0.3,10,0.9,223911,20355.5,3,0.3,27.2,12.7,0.3,1.9,70.2,67.5,77.8,1.8,1.9,8.4,3.4,4.6,0.2,0,5.1,4.4,95.6,94.4,0,22,5.9,46.6,23,11.8
PROMONTORY HEALTHCARE,428,3,2,0,0,0,0,100,0,0,3.3,3,4.3,3.7,5.1,4.6,1.1,55.1,50.6,0.3,0,0,0,0,0,0,21.6,13,0.6,2.8,60.9,92.5,97.1,2.8,2.8,40.9,0,4.2,0,0,21,33.3,,100,0,32.8,3.6,7.1,16.7,9.2
PROVIDENCE HEALTH & SERVICES,430,9,3,0,1,1,11.1,11.1,66.7,22.2,2.8,2.6,4,3.7,6.2,5.6,1.8,43.8,46.2,0.5,14,1.6,375003,41667,0,0,26.8,9.1,1.4,2.2,41.7,91.1,85.7,1.6,1.5,11.2,1,7.3,4,2.5,15.3,17.5,98.2,94.9,2.7,12.9,4.3,6.6,20.9,10.5
PROVIDENCE HEALTH GROUP,431,2,2,0,0,0,0,100,0,0,4,4,3.5,4,3.8,3.2,0.7,39.5,36.1,0,0,0,0,0,0,0,29.8,3.6,0,2.3,55.2,76.2,78.1,2.9,2,15.5,7.9,2.6,1.6,0,14.2,11.4,100,97.7,0,17.5,6.1,1.8,44.2,11.7
PRUITTHEALTH,434,99,4,0,1,3,3,97,1,2,2.9,2.8,2.5,3.7,3.5,2.9,0.6,42.8,40.7,0.6,80,0.8,1539549,15551,12,0.1,24.2,11.7,1.8,3,48.9,91.5,91.7,1.9,1.6,16.1,2.7,6,2.1,0.7,11.9,10.6,95.7,96.2,0,12.6,4.8,3.4,18.2,12.4
QUALITY LIFE SERVICES,436,10,1,0,0,1,10,100,0,0,2.8,2.6,2.1,4.4,3.6,3.3,0.6,54.7,52.3,0.8,4,0.4,353083,35308.3,1,0.1,15.7,15.8,2.5,0.7,55.2,76,80.2,1.1,1.3,23.1,1.9,4,1.5,0.3,13.8,10.7,95.8,93.6,0.1,27.6,6.7,13.9,26.1,10.8
RECOVER-CARE HEALTHCARE,438,27,3,0,1,1,3.7,96.3,3.7,0,2.4,2.4,2.3,3.2,3.7,3.3,0.6,56.8,48.4,0.2,58,2.1,910605,33726.1,3,0.1,20.8,12.5,2.7,3.3,47,63.9,67.3,1.8,2,17.5,3.2,4.5,1.7,1.9,19.2,18.8,92.7,88.2,0.1,23.1,5.4,7.6,24.1,10.5
REGALCARE,439,9,1,0,1,2,22.2,100,0,0,1.9,2.1,2.7,2.1,3.5,3.1,0.6,36.3,46.4,1.1,9,1,514265,57140.6,0,0,24.8,14,1.7,2.5,46.4,83,75.6,2.1,2,19.9,3.8,4.1,1.5,1.1,23.5,21.9,97.6,95.3,0,22.6,5.7,7.6,15.5,11.7
REGENCY CARE,440,4,4,0,0,0,0,100,0,0,2.3,2,2.8,3.3,3.8,3.4,0.5,42.3,50.6,1,3,0.8,29672,7418,0,0,25.2,9.9,1.1,1.2,43,79.7,76,1.6,0.9,14,2.7,5.9,1,0.7,25.6,26.2,93.7,90.8,0,24.2,5.4,1.8,18.2,11.4
REGENCY PACIFIC MANAGEMENT,442,27,3,0,0,3,11.1,100,0,0,3.8,3.6,3.9,3.7,4.8,4.1,0.9,46.6,41.6,0.1,24,0.9,943035,34927.2,3,0.1,20.5,13.6,1.2,2.9,62,83.8,95.1,1.5,2.5,13.6,3.3,5.1,2.5,1.3,24.8,17.2,94.6,98.6,0.1,19.9,4.5,12.4,13.2,9.9
REHAB SELECT,444,5,1,0,0,0,0,100,0,0,3.4,3.2,3.8,3.2,4.7,4,0.5,54.3,50.3,0.4,0,0,0,0,0,0,24,15.4,1.1,3.5,48,89.4,96.1,1.8,2.2,17.1,2.5,5.7,1.7,0.8,13.9,12.4,97,99,0.1,5.3,5.5,1,19.8,10.4
REHABILITATION ASSOCIATES,445,6,1,0,0,0,0,100,0,0,3.5,3,4.2,3.3,4.3,3.9,0.8,37.7,45.8,0,1,0.2,40641,6773.5,1,0.2,21.2,10.2,1.4,3.4,50.6,70.5,66.5,1.9,1.8,20.4,3.5,5.1,2.4,1.2,19,19.7,96.2,94.5,0,11.7,4.7,0.8,14.1,11.8
RELIANT CARE MANAGEMENT,446,32,2,0,6,13,40.6,100,0,0,1.2,1.7,1,1.9,2.4,2.2,0.2,60.8,69.3,1.2,73,2.3,4054527,126704,27,0.8,28.5,14.3,1.9,1.3,35.4,25.4,30.4,2.2,2.9,45.5,1.3,3.2,0.9,0.9,33.4,35,75.4,55.3,0.1,15.9,5.1,53.5,35.7,10.8
RENNES GROUP,449,6,1,0,0,0,0,100,0,0,4.5,4.5,4.3,3.7,4.1,3.6,1,43.3,32.6,0.8,0,0,0,0,0,0,20.6,14.5,0.5,0.8,50.7,98.3,98.3,1.8,2.3,13.6,3.3,2.1,2.9,1.1,20.1,18.4,99.8,99.9,0,25.8,4.1,1.5,13.1,10.1
RESIDENTIAL ALTERNATIVES OF ILLINOIS,450,7,2,0,0,0,0,14.3,85.7,0,2.6,2.9,3.6,2.3,4.1,3.6,0.8,41.7,37.7,0.1,8,1.1,262704,37529.1,0,0,24.8,18.3,1.6,4.5,56,77.1,82.7,1.7,2.9,15.4,6.3,4.7,2.7,0.8,26.3,26.7,94.6,91.3,0,22.5,4.4,8.6,17.4,11.2
RIVERSIDE HEALTH SYSTEM,453,6,1,0,0,0,0,0,100,0,3.3,3.3,3.3,3.5,3.7,3.3,0.8,44.9,39.7,1,2,0.3,43073,7178.8,0,0,20,15,1.7,3.5,54.2,87.5,93.2,1.5,1.5,13.7,3.7,7.2,3.3,1.3,16,11.3,97,98.1,0,22.5,4.9,1.1,16.3,10.6
ROCHESTER REGIONAL HEALTH,454,5,1,0,0,0,0,0,100,0,4,3.6,3.2,4.6,4.1,3.6,0.6,38.4,33.9,0.8,1,0.2,12868,2573.6,0,0,24.2,7.1,0.3,1.6,65.2,90,79.6,1.6,1.1,15,5.1,8,0.8,0.2,12.9,13.1,96.8,90.5,0,15.1,7.1,2.8,8.7,10.4
ROCKY MOUNTAIN CARE,455,10,2,0,0,1,10,50,50,0,2.8,2.2,2.6,4.3,3.5,3.1,1.1,56.9,49.2,1,18,1.8,343892,34389.2,2,0.2,17.5,11.9,0.5,1.5,63.4,92.5,95.3,1.2,1.5,9.5,3.7,3.5,2.5,1.1,20.9,15.9,96.5,97.8,0.3,22.2,3.2,10.9,21,10.1
ROLLINS-NELSON HEALTHCARE MANAGEMENT,456,10,1,0,1,4,40,100,0,0,2.2,2.1,2.8,3.8,4.6,4.2,0.4,36.5,24.2,0.3,24,2.4,568372,56837.2,5,0.5,18.1,5.3,8,0,63.3,96.1,88.7,3.6,0.9,43.6,0.7,3.2,1,2.8,13.5,18.3,99.8,99,0.1,4.8,1.2,1.7,18.6,10
ROYAL HEALTH GROUP,457,12,2,0,0,0,0,100,0,0,2.9,3.2,2,3.2,3.5,3.1,0.7,51.6,61.8,1,8,0.7,168071,14005.9,0,0,23.9,13.6,1.6,2.8,46.2,83.8,87.2,2,2.1,24.6,4.5,2.9,3,0.5,17.6,19.6,96.4,96.9,0,24.2,4.2,28,19.2,10.9
RYDERS HEALTH MANAGEMENT,458,8,1,0,0,2,25,100,0,0,1.6,1.5,3.4,2.1,3.7,3.4,0.7,38,43,0.3,7,0.9,177095,22136.9,0,0,29.6,11.9,1.6,2.9,37.8,48.8,48.1,3,1.8,16.3,3.4,5.4,3,1.3,26.7,26.7,89.7,70.1,0,28.1,6.5,1.5,21.1,10.7
SABER HEALTHCARE GROUP,461,126,6,1,3,12,9.5,98.4,0.8,0.8,3,2.7,2.3,4,3.5,3.1,0.6,48.4,46.7,0.6,127,1,2919051,23167.1,11,0.1,23.2,11.2,1.1,1.7,47.8,66.9,62.7,1.6,1.4,10.3,3,4,1.3,0.4,15.8,13.7,94.7,87,0,19.8,6.1,14.3,20.5,11
SANDSTONE HEALTHCARE GROUP,463,3,2,0,1,1,33.3,100,0,0,2,1.3,3.3,4.3,4.5,4.2,0.8,48.5,49,1,1,0.3,20930,6976.7,0,0,29.2,11.6,1.9,0,68.6,73.1,85.5,1.8,0.9,23.9,0.8,6.2,0.4,3.3,19.2,15.4,76.5,89.8,0,15.1,6.6,4.6,23.8,10.3
SANSTONE HEALTH & REHABILITATION,465,18,1,0,0,1,5.6,100,0,0,4.1,3.7,2.8,4.4,3.9,3.4,0.5,37.6,45.9,0.3,12,0.7,248585,13810.3,1,0.1,23.4,16.1,0.4,1.7,67.7,95.2,95.2,1.9,2.1,6.9,4,5,1.2,0.2,15.4,10.9,96.7,96.7,0,15.2,4.3,22.1,23.5,10.8
SANTE,466,5,2,0,0,0,0,80,20,0,4.6,3.6,4.2,4.6,5,4.3,1,45.9,49.5,0.3,2,0.4,55088,11017.6,0,0,24.6,11.1,0.6,1.9,61.5,90.5,96.7,,,,,,,,,,,100,0,,0,,40,10.3
SEKY HOLDING CO.,468,9,1,0,0,0,0,100,0,0,2.6,3,4.2,1.2,4.5,4.1,0.8,45.4,35.5,0,5,0.6,118884,13209.3,2,0.2,25.3,20.4,5.1,5.2,33.3,87,91.5,2.3,4.8,25.4,4.1,9.2,3,1.6,15.7,14.9,98.8,97.8,0,19.8,8.3,5.8,36.9,11.5
SENIOR LIVING COMMUNITIES,470,9,5,0,0,0,0,100,0,0,4.6,4.2,4.4,3.7,5.7,5.1,1.2,55,48.1,0.6,3,0.3,16314,1812.7,1,0.1,26.8,14.1,1,1.5,60.5,83.7,84.1,1.4,1.6,10.2,2.2,5.3,2.2,1.1,19.5,17.4,76.2,88.1,0,23.3,6.6,7.6,17.6,11.3
