Chain,"Chain ID","Number of facilities","Number of states and territories with operations","Number of Special Focus Facilities (SFF)","Number of SFF candidates","Number of facilities with an abuse icon","Percentage of facilities with an abuse icon","Percent of facilities classified as for-profit","Percent of facilities classified as non-profit","Percent of facilities classified as government-owned","Average overall 5-star rating","Average health inspection rating","Average staffing rating","Average quality rating","Average total nurse hours per resident day","Average total weekend nurse hours per resident day","Average total Registered Nurse hours per resident day","Average total nursing staff turnover percentage","Average Registered Nurse turnover percentage","Average number of administrators who have left the nursing home","Total number of fines","Average number of fines","Total amount of fines in dollars","Average amount of fines in dollars","Total number of payment denials","Average number of payment denials","Average percentage of short-stay residents who were re-hospitalized after a nursing home admission","Average percentage of short-stay residents who have had an outpatient emergency department visit","Average percentage of short-stay residents who newly received an antipsychotic medication","Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened","Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge","Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days","Average percentage of long-stay residents who received an antipsychotic medication","Average percentage of long-stay residents experiencing one or more falls with major injury","Average percentage of long-stay residents with pressure ulcers","Average percentage of long-stay residents with a urinary tract infection","Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder","Average percentage of long-stay residents whose ability to move independently worsened","Average percentage of long-stay residents whose need for help with activities of daily living has increased","Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average percentage of long-stay residents who were physically restrained","Average percentage of long-stay residents with new or worsened bowel or bladder incontinence","Average percentage of long-stay residents who lose too much weight","Average percentage of long-stay residents who have symptoms of depression","Average percentage of long-stay residents who used antianxiety or hypnotic medication","Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF"
"SYNERGY SENIOR CARE",502,5,1,0,0,0,0,100,0,0,2,2,4,2.8,4.4,3.9,1.1,48.2,50.8,0.8,5,1,167214,33442.8,3,0.6,26.6,22.3,2.1,1.4,52.6,84.1,92.9,1.1,3.2,12,2,8.4,3.6,4.2,20.3,16.2,92.9,99.6,0,22.8,4.5,3.8,18.1,10.9
"TANABELL HEALTH SERVICES",884,5,2,0,1,1,20,100,0,0,3.8,3,2.2,4.8,3.9,3.4,0.7,63.6,60.3,0,1,0.2,11297,2259.4,0,0,16.7,8.6,0.7,1.4,67.8,91.1,96.8,1.4,1.5,11.6,2.1,3.7,2.6,2.3,25.1,15.9,95.4,98.7,0,21.8,3,13.4,15.6,9.5
"TENNESSEE STATE VETERANS' HOME",704,5,1,0,0,0,0,0,0,100,3.6,3.6,3.6,2.8,4.7,4,0.6,44.8,32.5,0.3,1,0.2,193155,38631,1,0.2,17.2,9.8,4.6,0.5,32.6,87.8,84.2,1.1,1.2,17.9,4.9,3.9,4.1,1.1,23.4,18.5,98.6,98.2,0.3,22.9,5.3,3.6,21.4,10.6
TEXVET,503,9,1,0,0,2,22.2,44.4,0,55.6,3.2,2.6,3.4,4.3,4,3.4,0.5,40.5,48.5,1,12,1.3,566258,62917.56,1,0.1,22.3,11.1,3.5,0.8,53.9,69.3,73,1.5,1.4,11,4.3,2.6,0.5,0.5,15.8,17.8,97.5,92.8,0,19.7,3.2,0.6,16.2,10.4
"THE ALDEN NETWORK",504,27,2,0,0,5,18.5,100,0,0,2.5,3,1.3,3.8,3.5,3.1,0.8,"","","",47,1.7,2330992,86333.04,12,0.4,28.3,13.1,2.1,2.5,68.7,61.9,55.2,2.1,1.6,16,2.3,4.8,1.8,0.5,9.2,8.5,90.5,86.2,0,23.8,5.9,22.6,15.7,10.4
"THE BAPTIST HOME",885,5,1,0,1,1,20,0,80,20,2,2,2.5,2,3.9,3.6,0.4,58.1,50,0,28,5.6,312384,62476.8,1,0.2,20.3,37.4,14.8,3,55.1,72.9,74.5,2.5,3.4,15.3,4.5,2.3,2.8,3.1,23.5,27.3,86.4,79.6,0.1,21.9,5.8,7.1,24.4,11.6
"THE BEEBE FAMILY",779,49,2,0,1,3,6.1,100,0,0,2.7,3,3,2,3.9,3.2,0.4,49.5,36.2,0.3,37,0.8,681231,13902.67,2,0,27.7,14.5,2.6,3.4,47.8,83.1,89.4,2.6,2.8,21,3.6,6.5,3.2,1.5,19.6,18.1,96.9,94.2,0,22.6,4.8,1.1,22.5,11.3
"THE BLOSSOMS REHAB & NURSING CENTER",505,24,1,0,0,0,0,100,0,0,2.6,2.6,2.3,3,3.4,3,0.3,59.8,63.7,0.5,9,0.4,237953,9914.71,0,0,26.5,17,1.8,3.8,57.6,77.7,80.3,2.2,2.9,19.1,2.9,5.8,1,0.5,9.1,9.6,95.6,94.4,0,12.6,7,0.3,25.2,11.2
"THE CARPENTER HEALTH NETWORK",890,5,2,0,0,0,0,80,0,0,2.6,3.4,1.8,2.2,4.4,3.9,0.6,58.8,75,0.7,1,0.2,44090,8818,2,0.4,26.5,11.1,2.1,1.8,41.2,55.2,60.4,2.3,1.8,17.7,1.9,10.8,2.6,4.8,26,18.4,97,90.7,1.6,10.7,2.8,1.4,26.3,11
"THE CHARLY BELLO FAMILY, THE MAZE FAMILY, THE SWAIN FAMILY, & WALTER MYERS",803,18,3,0,5,8,44.4,100,0,0,1.8,1.9,2,3.3,3,2.7,0.6,55.3,54.7,1.2,40,2.2,955955,53108.61,2,0.1,18.7,14.3,1.4,2.8,60.4,78.2,79.9,1.6,2.3,22.5,4,4.3,1.4,0.5,18.4,16.9,94.9,93.7,0,18.2,5.1,13.2,14.8,10.7
"THE CHRISTIAN AND MISSIONARY ALLIANCE",717,2,2,0,0,0,0,0,100,0,4.5,3,5,3.5,5.8,5.2,1.1,39.7,36.6,1,1,0.5,32139,16069.5,0,0,24.3,12.5,1.8,1.4,36.5,94.6,99.8,1.6,1.2,10.2,1.9,3.4,1.7,1,16.3,11.6,98.9,98.8,0,9.7,1.3,1.1,14.9,9.7
"THE ENSIGN GROUP",507,342,17,1,6,31,9.1,92.4,0.6,7,3.2,2.9,2.4,4.4,3.7,3.3,0.6,45.8,41.7,0.3,305,0.9,7155814,20923.43,24,0.1,22.3,10.7,1.1,1.6,62.7,88,91.2,1.8,1.4,10,2.2,3.9,0.9,0.5,15.5,13.4,95.9,96.8,0.1,20,4.4,9.8,18.1,10.6
"THE GOODMAN GROUP",508,10,5,0,0,0,0,80,20,0,3.1,2.6,3.8,3.8,4.2,3.7,1,50.3,42.1,0.5,10,1,155320,15532,1,0.1,24.8,12.5,1.1,2.6,62.9,89.2,95.6,1.7,2.1,15.1,1.2,5.8,0.8,1.4,21.2,14.6,96.5,98.8,0,23.6,7.1,5.1,16.1,10.1
"THE GRAND HEALTHCARE",509,16,1,0,3,1,6.3,100,0,0,1.8,1.9,1.9,2.2,3.2,2.8,0.5,37,45.4,0.4,13,0.8,527487,32967.94,2,0.1,25.3,15.2,2.6,3.9,46.6,61.8,58,2.2,2.4,23.3,3.3,6.8,1.2,0.9,12.6,15,94.5,83.5,0,21.6,5.8,20.7,15,10.1
"THE LOFT REHABILITATION AND NURSING",322,7,1,0,1,4,57.1,100,0,0,1.9,2,1.1,3,3.3,3,0.4,51.6,53.5,1,17,2.4,1360252,194321.71,9,1.3,27.2,11.9,1.5,2.9,56.6,65.3,72.5,2.2,2.1,10.9,3.1,3.9,1,0.7,23.7,19.3,93.4,90,0,25.5,6.5,30.9,17,11
"THE MANDELBAUM FAMILY",798,18,2,0,0,1,5.6,100,0,0,3.4,2.8,3.7,4.6,4.9,4.4,0.6,34.4,40.9,0.7,22,1.2,611450,33969.44,7,0.4,22.5,9.5,1.6,0.8,63.1,94.4,95.8,2.2,0.9,14.1,1,5.5,1.2,1.1,11.4,12,97.8,97.8,0.7,8.3,3.8,3.4,14.9,12
"THE MAYER FAMILY",780,11,3,0,0,1,9.1,100,0,0,2.9,2.7,3.4,3.9,3.9,3.4,0.6,40.4,42.6,0.3,4,0.4,320724,29156.73,0,0,20.1,8.8,1.2,2.6,59.8,83.6,82.8,1.7,1.4,13,2.9,7,2.3,0.6,15,17.6,97.2,95.4,0,20.4,6.4,8.6,13.5,10.3
"THE MCGUIRE GROUP",510,6,1,0,0,0,0,100,0,0,3.8,3.5,2.5,4.5,3.6,3.1,0.4,46.9,40.6,0.2,2,0.3,21916,3652.67,0,0,24,11,0.8,1.8,54.5,88.9,97.1,0.9,0.7,16,2.4,7,0.6,1,13.7,12.6,96.5,97.8,0,13.2,3.1,2.6,13.9,11.2
"THE ORCHARDS",512,3,2,0,0,0,0,100,0,0,3,3,1.5,4.5,3.6,3.2,0.5,35.5,35.7,1,0,0,0,0,0,0,20.4,9.4,1.6,3.6,54.5,92.6,98.6,1.9,1.7,1.3,5.7,1.8,1.7,0,13,7.4,98.5,100,0,29.7,6.1,6.8,13.4,10.8
"THE ORCHARDS MICHIGAN",513,14,1,0,1,2,14.3,100,0,0,1.9,2.1,1.5,3.7,3.5,3.2,0.4,49.8,61.9,2,11,0.8,263358,18811.29,5,0.4,23.6,9.4,1.6,2.3,51.2,62.8,66.4,1.5,1,19.7,2,5,1.3,0.3,18.2,14.4,92.2,92.3,0,22.7,6.4,2.2,19.1,11
"THE PAVILION GROUP",514,6,3,0,0,0,0,100,0,0,2.8,2.8,2,4.3,3.4,3.1,0.5,53.3,59,0.7,0,0,0,0,0,0,19.3,12.5,1.5,3.2,59.4,61.3,62.8,2.2,2.3,14.4,2,3.3,0.1,0.1,6.2,4.3,91.4,78.9,0.1,15.1,6.2,18.3,24.1,12
"THE PEPLINSKI GROUP",515,10,1,0,0,2,20,100,0,0,2.4,2.2,3.5,3.9,3.9,3.6,0.6,50.1,47.7,0.6,12,1.2,358237,35823.7,7,0.7,21.1,9.6,1,3,39.9,90.4,90.6,1.4,1.7,15.8,2.2,5.4,3.1,0.9,18.8,11.8,99.6,99,0,23.2,10.4,1.3,22.1,11.2
"THE ROSENBERG FAMILY",685,15,5,0,0,1,6.7,100,0,0,2.5,1.9,3.9,4.1,3.9,3.4,0.6,44.4,33.1,0.1,10,0.7,481830,32122,1,0.1,26.3,10.9,1.1,2.1,66.6,70,70.8,2.3,1.5,12.8,2.7,4.3,0.7,0.4,7.3,9.3,92.5,87.2,0,20,5.1,15.3,20,11.2
"THE SHERMAN FAMILY",781,7,2,0,1,2,28.6,100,0,0,2.3,2.3,2,4.1,3.2,2.9,0.4,45.3,45.3,0.1,6,0.9,313364,44766.29,0,0,21.6,10.3,1.3,1.9,65.5,82.2,83.1,2.1,1.1,9.4,2.1,5.8,1.1,0.6,13.3,11.5,94.5,96.4,0,15.3,5.6,16.7,9.8,10.7
"THE SPRINGS ARKANSAS",516,26,1,0,0,1,3.8,100,0,0,3.6,3.2,2.8,4.1,3.8,3.3,0.4,53.2,54.9,0.5,9,0.3,131590,5061.15,1,0,23.6,11.9,1.2,3.6,60.4,81.1,88.9,1.6,1.7,13.3,3.1,4.6,0.1,0.2,6.7,7.5,95.3,96.7,0.1,12.2,4,1.1,21.5,11.2
"THE WELLBRIDGE GROUP",517,8,1,0,0,1,12.5,100,0,0,2.9,2.8,4,4.3,4,3.6,0.7,49.2,38.7,0,4,0.5,217251,27156.38,0,0,28.4,10.4,0.7,1.3,59.2,86.3,89.6,2.3,1.8,12.2,5.1,2.6,2.6,0,10.4,9,99.6,99.1,0,5.8,5.3,1.1,18.6,11.3
"TLC MANAGEMENT",520,20,3,0,0,0,0,60,30,10,3.8,3.3,3.1,4.8,3.8,3.3,0.6,43.4,35.6,0.3,1,0.1,8824,441.2,0,0,25.8,8.9,0.9,3.2,71.6,81,83.6,1.6,1.1,10.2,3.7,4.7,0.7,0.7,10.5,9.3,98.1,96,0,24.6,6,11.3,19.9,10.6
"TOUCHSTONE COMMUNITIES",521,25,1,0,0,0,0,84,0,16,2.8,2.9,1.4,4.1,3.3,2.8,0.4,47.6,45.2,0.4,34,1.4,693640,27745.6,2,0.1,26,12.7,0.5,1.5,48.4,80.4,89.9,2.3,2,5.9,2.9,2.8,0.2,0.1,8.5,12.2,96,95.5,0,11,1.7,1.1,13,11.2
"TRANSITIONS HEALTHCARE",627,6,1,0,0,0,0,100,0,0,2.5,2.7,2.8,3,3.6,3.3,0.5,50.1,41.8,0.8,4,0.7,401246,66874.33,0,0,23.7,9.4,1.2,1.9,43.7,61.2,77.1,1.4,1.2,24.3,3,6.5,1.4,1.1,24.8,20.4,93.4,92.3,0,21.5,7.7,1.3,20.6,10.5
"TRAYLOR PORTER HEALTHCARE",782,5,1,0,0,0,0,100,0,0,3,2,4.2,4,4.3,3.6,0.6,48.8,33.4,0.2,0,0,0,0,0,0,18.4,8.5,1.2,1.6,51.5,90.7,88.2,1.4,0.9,15.4,3.8,3.1,4.3,1.3,14.8,16,99.2,97.8,0.1,22.1,6.2,0.8,24.3,9.9
"TREND CONSULTANTS",522,16,1,0,1,1,6.3,100,0,0,3.3,3.3,3.9,2.1,4.7,3.8,0.5,41.2,38.1,0.4,17,1.1,163870,10241.88,2,0.1,26.5,15.4,2.5,2.7,62.6,80.3,91.7,2.7,3.6,24.3,3.7,6.4,3.9,1.7,19.9,21.7,97.8,96.3,0.3,21.8,7.2,0.3,26.4,11
"TRILOGY HEALTH SERVICES",524,124,5,0,0,0,0,84.7,3.2,12.1,4.2,3.5,3.2,4.8,4,3.5,0.9,40.9,35,0.4,27,0.2,419645,3384.23,2,0,23.6,10.7,0.8,1.1,70.7,90,91.7,1.7,1.6,8.8,3.5,2.2,0.4,0.2,9.5,7.9,96.3,96.1,0,22.8,4.6,11.6,22.5,11.3
"TRINITY HEALTH",525,19,8,0,0,3,15.8,0,100,0,3.3,3,4.1,3.7,4.4,4,1.1,39.9,38.4,0.4,2,0.1,232158,12218.84,3,0.2,24.7,11.7,1.3,3.4,46.4,93.1,94.9,1.6,1.4,14.8,3.7,5.1,2.1,1.3,16.4,15.2,95.5,97.3,0,21.8,4.1,0.7,17.4,10.9
"TRINITY MANAGEMENT, INC.",527,5,1,0,0,0,0,100,0,0,4,3.2,4.2,4,3.8,3.4,0.7,36.2,35,0.5,0,0,0,0,0,0,34.3,11.5,2.2,0,49.1,88,87.3,2,2.3,18.9,3.1,2.8,0.8,0.6,11.8,7.4,99.5,99.3,0,9.3,3.2,0.4,34.5,11.4
"TRIO HEALTHCARE",528,9,1,0,0,0,0,100,0,0,1.4,1.7,1.6,3,3.4,3.1,0.5,70.7,75.8,1.2,8,0.9,338484,37609.33,0,0,22.8,12.2,1.9,2.4,42.6,75.2,70.5,1.8,1.8,12.4,3.4,4.4,0.7,0.6,24.5,27.8,97.4,94.9,0.1,27.1,6.1,17.1,22.1,10.8
"TUTERA SENIOR LIVING & HEALTH CARE",531,26,5,1,0,9,34.6,92.3,7.7,0,2.1,2.2,1.8,3,3.6,3.1,0.5,55.5,50.6,0.4,65,2.5,2573210,98969.62,17,0.7,26.5,13.4,2,2.4,52.9,67.3,70.7,2.1,2.4,18.2,4.6,5.8,1.9,0.7,18.1,13.8,93.8,90,0.1,23.1,7.4,19.5,22.8,11.3
"TWIN RIVERS HEALTH & REHABILITATION",532,12,1,0,0,0,0,25,66.7,8.3,4.1,4,2.8,3.3,3.8,3.4,0.6,41.5,39.9,0.2,0,0,0,0,0,0,21.6,11.2,2.8,3.1,57.5,94.3,97.4,1.9,1.7,15.9,5.2,4.6,3.2,0.5,13.5,14.2,96.9,98.9,0,22.1,7.2,16.1,33.2,10.6
"UNITED CHURCH HOMES",533,8,1,0,0,0,0,25,75,0,4,3.1,3.1,4.9,3.9,3.5,0.6,46.6,39.7,0.3,3,0.4,212207,26525.88,2,0.3,18.3,8.4,1.2,0.9,55.3,87.4,85.2,1.4,1.3,9.9,3.5,2.5,0.4,0.1,8.1,6.8,98.3,96.5,0,24.4,6.3,6.1,24.9,10.5
"UNITED METHODIST HOMES",534,2,2,0,0,0,0,0,100,0,2.5,2,2.5,4,3.8,3.3,0.6,55.8,51,1.5,2,1,159646,79823,0,0,20.1,10,0.1,0.7,60,77.5,77.9,1.7,1.4,12.1,5.2,4.5,2,1,26.9,24.2,92.9,91.5,0,31.8,4,0.4,11.3,9.8
"UNIVERSITY OF VERMONT HEALTH NETWORK",535,3,2,0,0,2,66.7,0,100,0,2.3,2.7,3,3.3,4.4,3.9,0.9,57.4,29.5,3,1,0.3,21453,7151,1,0.3,21.2,11.2,0.9,3.2,49,89.6,79,1.2,1.4,32.6,5,7,5.2,4.2,15.6,20.5,99.7,70.5,3.5,25.9,6.6,3.7,14.2,9.3
"UNLIMITED DEVELOPMENT, INC.",536,10,2,0,0,6,60,10,90,0,2.5,2.6,2.8,2.3,4.2,3.7,0.5,45.4,41.1,0.3,13,1.3,575293,57529.3,5,0.5,25.7,18,0.9,4,51.2,78.3,88.7,1.7,2.8,16.3,5.5,3.9,3.4,0.6,28.4,24.8,90.4,98.2,0,22.4,6.1,4.8,19.8,12
"UPMC SENIOR COMMUNITIES",537,8,1,0,0,2,25,25,75,0,3.1,2.5,3.9,4.3,5.3,4.6,1.8,46.1,40.4,0.7,4,0.5,86964,10870.5,0,0,22.1,8,0.7,3.5,58.3,81.6,84.2,1.1,1.5,13.5,4.5,5.6,1.4,0.1,19.5,17.6,97.9,91.1,0,26.8,5.4,4.4,17.3,11
"UPSTATE SERVICES GROUP",538,17,1,1,0,2,11.8,100,0,0,2.1,2,2.6,3.1,3.5,2.9,0.5,50.9,44,0.1,12,0.7,782630,46037.06,2,0.1,22.8,12.4,1,4,53.2,75,73.4,1.6,1.9,20,4.1,6.8,0.9,0.8,10.9,12.1,95.8,90.9,0.1,23.7,5.7,5.2,15.2,10.5
"VALLEY WEST HEALTH",744,12,2,0,0,0,0,100,0,0,3.3,3.3,3,3,3.6,3.3,0.6,41.5,40.7,0.8,5,0.4,280292,23357.67,0,0,24.4,11.3,1.5,2.6,42.8,77.3,82.1,1.6,1.4,19.7,3.9,5.2,1.9,0.7,16.3,16.9,92.1,88.8,0,25.6,7.8,2.6,23.1,10.5
"VANCREST HEALTH CARE CENTERS",542,13,1,0,0,0,0,92.3,7.7,0,4.1,3.5,2.5,4.8,3.7,3.3,0.6,42.6,24.5,0.3,1,0.1,4233,325.62,1,0.1,24.4,13.5,1.1,2.7,68,90.4,95.6,1.4,1.9,6,3,2.1,0.4,0.1,5.9,3.5,99.1,99.4,0,21.7,5.3,41,24.7,10.4
"VANGUARD HEALTHCARE",543,6,1,0,0,1,16.7,100,0,0,3.3,3.3,4.2,2.8,4.2,3.5,0.7,40.3,32.6,0.5,6,1,143764,23960.67,2,0.3,28.1,16,0.9,4.5,60.6,77.9,83.9,2.1,2.4,13.9,2.7,6.6,0.5,1.2,18.3,18.8,94.4,97.5,0,15.4,4.6,0.4,23.4,10.4
"VANTAGE CARE",669,8,1,0,1,1,12.5,100,0,0,2.1,2.5,2.5,2.4,3.8,3.5,0.4,39.2,48.2,1,5,0.6,117207,14650.88,1,0.1,27.1,11.9,2,2.1,45,70.3,69,2.1,1.7,19.6,3.9,5.5,2.3,0.8,16.5,16.1,97.4,94.2,0.1,23.8,5.9,2.8,19.1,11.6
"VENTURA SERVICES",860,14,1,0,0,0,0,100,0,0,3.3,2.8,3.6,4.3,3.7,3.4,0.8,31.4,38.1,0.4,16,1.1,293337,20952.64,1,0.1,26.2,8.7,2.6,1.6,54.2,99.6,99.8,2.3,0.9,16.1,1.9,4.3,0,0.2,4.2,5,100,100,0,3.7,5.3,1.2,19,10.2
"VENZA CARE MANAGEMENT",614,22,7,0,1,0,0,100,0,0,2.4,2.5,3.3,2.4,4,3.4,0.6,53.1,45.5,0.5,17,0.8,825380,37517.27,1,0,25.5,14.3,1.5,1.8,45.1,80.2,89.2,2.4,2.2,19.9,3.8,5.5,1.6,0.7,17.5,17.4,92.9,93.7,0.2,20.3,5.2,2.4,22.9,11
"VERITAS MANAGEMENT GROUP",545,15,5,0,0,0,0,100,0,0,4.2,3.7,3.4,4.8,4.8,4.2,1,52.4,49.3,0.3,4,0.3,60724,4048.27,0,0,21.6,9.7,0.3,0.4,63.3,92.1,97.1,1.2,0.8,27.5,0,14.5,4.3,7.6,9.9,12.1,"",96.1,0,29.3,12.5,26.6,8,9.4
"VERTICAL HEALTH SERVICES",636,16,3,0,0,3,18.8,100,0,0,1.9,2.3,1.6,3.5,3.2,2.8,0.6,56,46.6,0.7,44,2.8,1613503,100843.94,8,0.5,22.5,12.9,2.4,1.6,33.8,68.2,65.5,1.8,1.4,25.9,2.6,4.7,1.1,0.6,10.9,8.4,92.2,91.8,0,20.8,3.1,60.8,24.6,10.8
"VETTER SENIOR LIVING",547,22,2,0,0,0,0,4.5,95.5,0,4.3,3.8,4.5,4,4.2,3.5,0.7,33.6,24.8,0,1,0,14017,637.14,0,0,19.6,8.7,1.8,4,47.5,93.2,95.5,1.3,1.5,11.3,3.5,3.4,1.6,0.6,19.3,19.2,99.3,98,0,25.9,3,1.5,16.4,9.4
"VI LIVING",548,10,6,0,0,0,0,100,0,0,4.8,4.3,5,4.5,5.4,4.9,1.6,27.9,22.7,0.1,0,0,0,0,0,0,25,10.4,0.8,1.5,52.3,93.8,90.9,1.7,0.9,12.1,1.8,2,2,0.5,14.2,13.9,98.2,97.7,0,16.4,4.3,0.6,10.2,9.8
"VIBRA HEALTHCARE",549,3,3,0,0,0,0,100,0,0,3.3,3.3,1.7,4,4.3,3.7,0.6,55.8,53.9,0.5,14,4.7,166780,55593.33,0,0,22.1,9.4,2.4,1.1,63.5,89.7,92.7,1.3,1.5,17,3.7,5.4,1.4,1,17.6,17.9,87,100,0,7.2,1.6,3.1,42.8,10.2
"VIERRA COMMUNITIES",597,3,2,0,0,1,33.3,100,0,0,2.5,2.5,3,3.5,3.8,3.2,0.8,42.7,49.2,0.7,2,0.7,66996,22332,0,0,20.2,7.4,0.8,2.7,51.8,71.6,57,1.6,1.2,15.5,2.5,7.7,1.7,0.2,34.9,28,91.5,87.4,0,30.4,5.9,12.8,10.7,10.4
"VILLA HEALTHCARE",550,18,2,0,1,2,11.1,94.4,5.6,0,2.7,2.3,2.6,4.4,3.6,3.2,0.4,48.3,47.9,0.8,19,1.1,1094317,60795.39,7,0.4,25.6,10.2,0.9,0.7,53,62.1,67.8,1.6,1,14.7,2,4.4,0.5,0.3,9.6,6.7,91.5,87.7,0,21.1,4.6,27.2,19.7,10.5
"VIVAGE SENIOR LIVING",552,12,1,0,0,4,33.3,100,0,0,3.4,2.4,3.7,4.9,3.4,3,0.7,41.2,33.9,0.3,12,1,98752,8229.33,0,0,21.5,14.2,0.7,0.5,61.3,73.6,67.2,1.3,1.6,24.5,2.3,2.9,0.7,0.1,7.7,6,90.5,92.7,0,18.2,4.1,3.4,9.1,9.9
VIVIE,886,5,1,0,0,0,0,0,60,40,3.4,3.4,4.4,3.6,4.5,3.8,1.1,44.4,42.7,0.4,2,0.4,31238,6247.6,0,0,22.7,15.5,2,1.6,49.4,79.6,72.3,1.4,2.2,9.7,3,3.6,1.9,1.1,19.2,15.7,99,97.1,0,29.6,3.3,4.2,7,10.6
"VIVO HEALTHCARE",688,15,1,0,0,1,6.7,100,0,0,2.5,2,2.7,4.3,3.5,3.2,0.5,49.4,54.4,0.6,29,1.9,366580,24438.67,1,0.1,25.4,7.9,1,1.7,49.4,93.5,89.1,2.2,1.3,6.9,2.2,4.9,0.4,0.5,8.6,6.9,100,96.7,0,10.5,6.9,5.3,13.8,10.9
"VOLARE HEALTH",628,16,3,1,4,2,12.5,100,0,0,1.9,1.6,3,3.4,4.5,4,0.5,52.8,60.4,1,27,1.7,1748777,109298.56,8,0.5,26.5,16.9,1.7,3,56.8,71.4,79.3,1.9,2.4,14.9,2.4,5.1,1.3,0.7,21.5,12.4,95.4,90.1,0,19.9,3.9,3.5,12.2,10.6
"VOLUNTEERS OF AMERICA SENIOR LIVING",554,6,3,1,1,1,16.7,0,100,0,3.2,2.8,4.2,3.8,4.6,4.1,1.3,50.8,48.8,1.4,6,1,108537,18089.5,3,0.5,23.3,12,1.1,2,63.9,88.1,92.8,1.8,1.7,15.6,4.2,5.5,2.2,2.5,21,18.9,97,97.6,0,23.6,4.8,2.7,15.1,10.1
"VRC MANAGEMENT",555,5,1,0,0,0,0,100,0,0,4.8,4,2.4,5,3.8,3.3,0.7,53.5,38,0.2,0,0,0,0,0,0,22.5,11.1,0.4,0.1,39.8,86.9,81.5,1.5,1.4,4.8,3.5,4.2,0.1,0.2,7.7,6.3,98.2,93.1,0,20.3,3.9,3.2,20.2,11.1
"WECARE CENTERS",705,13,2,1,3,2,15.4,100,0,0,2,1.9,2.3,3.6,3.2,2.9,0.6,52.7,59.4,0.8,7,0.5,387166,29782,2,0.2,21.1,11.7,1.6,3,60.4,63.2,61,1.8,1.7,18.4,2.9,6.7,1.1,0.8,16.7,16.9,91.7,81.3,0,25.9,8.6,8.1,19.5,10.9
"WELLINGTON HEALTH CARE SERVICES",559,14,4,1,2,2,14.3,100,0,0,1.8,2,1.8,2.2,3.3,2.8,0.4,48.2,51.8,0.6,43,3.1,1286131,91866.5,4,0.3,29.9,13,3.3,2.1,41.8,56.2,54.3,2.7,2,18.4,1.7,6.9,1.3,1.5,17,15.7,87.5,71.9,0,18.6,7.7,10.4,16.8,10.7
"WELLSENTIAL HEALTH",670,68,1,0,0,8,11.8,4.4,50,45.6,2.6,2.8,1.4,4.2,3.1,2.8,0.3,44,41.8,0.6,91,1.3,2562736,37687.29,3,0,25.5,10.7,1.5,2.1,50.7,92.6,93.9,2,1.9,9.1,3.3,3.1,0.3,0.1,9.4,12.6,98,98.3,0,12,3.2,1.1,16.4,11
WESLEYLIFE,561,10,1,0,0,0,0,20,80,0,4,3.4,4.4,3.9,4.3,3.9,0.9,43.6,50.2,0.3,5,0.5,90680,9068,0,0,20.7,11.6,1,3.9,61.8,81.1,85.8,1.4,1.7,13.1,6.1,5.3,2.4,0.5,17.3,18.2,97.1,97,0,30.6,5.7,2.1,19.6,9.7
"WEST HARBOR HEALTHCARE",596,8,1,0,0,0,0,100,0,0,3.5,3.3,3.1,4.3,4.2,3.8,0.4,42.9,32,0,9,1.1,285608,35701,2,0.3,21.1,13.7,1.3,1.2,49,97.4,97,2.2,1.9,10.7,2.2,3.4,1.5,0.3,15.5,11.3,98.8,99.5,0,11.8,5,2.9,12.9,10.9
"WESTERN HOME COMMUNITIES",887,6,1,0,0,0,0,16.7,83.3,0,3.8,3.3,4.2,3.3,4.1,3.8,0.8,46.5,53.9,0.3,3,0.5,70962,11827,1,0.2,23.3,11.9,0.9,3.1,47.3,76.1,63.3,1.5,1.8,21.5,2.1,3.8,0.2,2.5,20.8,25.8,93.5,85.5,0.2,30.1,3.9,3.8,15.7,10.8
"WESTMINSTER COMMUNITIES OF FLORIDA",563,9,1,0,0,1,11.1,0,100,0,4.3,3.6,4.3,4.9,4.1,3.8,1.1,28.8,30.6,0.6,3,0.3,87816,9757.33,0,0,22.5,9.1,0.6,0.6,63.7,96.5,98,2,0.8,6.4,1.8,2.2,0.6,0.3,13.6,7.8,100,99.8,0,8.6,3.4,2.7,12.7,11.3
"WHITE OAK MANAGEMENT",564,11,2,0,0,1,9.1,100,0,0,2.8,2.5,3.5,3.7,3.8,3.4,0.5,41.2,36.9,0.2,13,1.2,339654,30877.64,1,0.1,18.5,10.4,1,3,52.2,84,90.9,1.5,1.2,14.5,4.5,5.1,1.7,0.7,17.6,17.5,92.2,94,0.1,17.8,5.5,1,20,9.9
