Chain,"Chain ID","Number of facilities","Number of states and territories with operations","Number of Special Focus Facilities (SFF)","Number of SFF candidates","Number of facilities with an abuse icon","Percentage of facilities with an abuse icon","Percent of facilities classified as for-profit","Percent of facilities classified as non-profit","Percent of facilities classified as government-owned","Average overall 5-star rating","Average health inspection rating","Average staffing rating","Average quality rating","Average total nurse hours per resident day","Average total weekend nurse hours per resident day","Average total Registered Nurse hours per resident day","Average total nursing staff turnover percentage","Average Registered Nurse turnover percentage","Average number of administrators who have left the nursing home","Total number of fines","Average number of fines","Total amount of fines in dollars","Average amount of fines in dollars","Total number of payment denials","Average number of payment denials","Average percentage of short-stay residents who were re-hospitalized after a nursing home admission","Average percentage of short-stay residents who have had an outpatient emergency department visit","Average percentage of short-stay residents who newly received an antipsychotic medication","Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened","Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge","Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days","Average percentage of long-stay residents who received an antipsychotic medication","Average percentage of long-stay residents experiencing one or more falls with major injury","Average percentage of long-stay residents with pressure ulcers","Average percentage of long-stay residents with a urinary tract infection","Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder","Average percentage of long-stay residents whose ability to move independently worsened","Average percentage of long-stay residents whose need for help with activities of daily living has increased","Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average percentage of long-stay residents who were physically restrained","Average percentage of long-stay residents with new or worsened bowel or bladder incontinence","Average percentage of long-stay residents who lose too much weight","Average percentage of long-stay residents who have symptoms of depression","Average percentage of long-stay residents who used antianxiety or hypnotic medication","Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF"
"UPSTATE SERVICES GROUP",538,17,1,1,0,2,11.8,100,0,0,1.9,1.9,2.6,3,3.5,2.9,0.5,50.9,44,0.1,13,0.8,891165,52421.47,1,0.1,22.8,12.4,1,4,53.2,75,73.4,1.6,1.9,19.7,4.1,6.8,0.9,0.7,10.9,12.1,95.8,90.9,0.1,23.7,5.7,5.2,15.2,10.5
"VANCREST HEALTH CARE CENTERS",542,13,1,0,0,0,0,92.3,7.7,0,4.2,3.8,2.5,4.8,3.7,3.3,0.6,42.6,24.5,0.3,1,0.1,4233,325.62,0,0,24.4,13.5,1.1,2.7,68,90.4,95.6,1.4,1.9,6,3,2.1,0.4,0.1,5.9,3.5,99.1,99.4,0,21.7,5.3,41,24.7,10.4
"VANGUARD HEALTHCARE",543,6,1,0,0,1,16.7,100,0,0,3.3,3.2,4.2,2.8,4.2,3.5,0.7,40.3,32.6,0.5,6,1,143764,23960.67,2,0.3,28.1,16,1,4.5,60.6,77.9,83.9,2.1,2.4,13.9,2.7,6.6,0.5,1.2,18.3,18.8,94.4,97.5,0,15.4,4.6,0.4,23.4,10.4
"VERITAS MANAGEMENT GROUP",545,15,5,0,0,0,0,100,0,0,4.3,3.8,3.4,4.8,4.8,4.2,1,52.4,49.3,0.3,4,0.3,60724,4048.27,0,0,21.6,9.7,0.3,0.4,63.3,92.1,97.1,1.2,0.8,27.5,0,14.5,4.3,7.6,9.9,12.1,"",96.1,0,29.3,12.5,26.6,8,9.4
"VETTER SENIOR LIVING",547,22,2,0,0,0,0,4.5,95.5,0,4.3,3.8,4.5,4,4.2,3.5,0.7,33.6,24.8,0,1,0,14017,637.14,0,0,19.6,8.7,1.8,4,47.5,93.2,95.5,1.3,1.5,11.3,3.5,3.4,1.6,0.6,19.3,19.2,99.3,98,0,25.9,3,1.5,16.4,9.4
"VI LIVING",548,10,6,0,0,0,0,100,0,0,4.8,4.4,5,4.5,5.4,4.9,1.6,27.9,22.7,0.1,0,0,0,0,0,0,25,10.4,0.8,1.5,52.3,93.8,90.9,1.7,0.9,12.1,1.8,2,2,0.5,14.2,13.9,98.2,97.7,0,16.4,4.3,0.6,10.2,9.8
"VIBRA HEALTHCARE",549,3,3,0,0,0,0,100,0,0,3.3,3.3,1.7,4,4.3,3.7,0.6,55.8,53.9,0.5,14,4.7,166780,55593.33,0,0,22.1,9.4,2.4,1.1,63.5,89.7,92.7,1.3,1.5,17,3.7,5.4,1.4,1,17.6,17.9,87,100,0,7.2,1.6,3.1,42.8,10.2
"VILLA HEALTHCARE",550,18,2,0,0,3,16.7,94.4,5.6,0,2.7,2.3,2.6,4.4,3.6,3.2,0.4,48.3,47.9,0.8,20,1.1,1009904,56105.78,9,0.5,25.6,10.2,0.9,0.7,53,62.1,67.8,1.6,1,14.7,2,4.4,0.5,0.3,9.6,6.7,91.5,87.7,0,21.1,4.6,27.2,19.7,10.5
"VIRGINIA HEALTH SERVICES",551,7,1,0,0,1,14.3,100,0,0,3.4,3,2,4.3,3.1,2.6,0.5,49.5,26.4,0.4,2,0.3,48831,6975.86,0,0,20.8,12.5,0.8,3.6,51.4,93.2,90.4,1.1,1.1,15.4,4.4,4.5,0.9,0.9,10.3,8.7,99.7,98.2,0,17.4,3.8,4.6,25.6,10.3
"VIVAGE SENIOR LIVING",552,13,1,0,0,4,30.8,100,0,0,3.5,2.5,3.6,4.9,3.3,3,0.7,40.1,32.5,0.2,15,1.2,135632,10433.23,0,0,21.5,14.2,0.7,0.5,61.3,71.6,67.4,1.2,1.6,25,2.2,2.8,0.7,0.1,7.3,5.9,90.9,93.1,0,18.4,4.4,3.2,9.1,9.9
"VOLUNTEERS OF AMERICA SENIOR LIVING",554,4,2,0,1,1,25,0,100,0,2.8,2.3,4.3,3.5,4.5,3.9,1.3,54.6,50.4,1.3,4,1,78608,19652,3,0.8,20.6,12.5,1.2,1.8,64.9,82.2,90.8,1.5,1.7,19.6,3.2,6.1,2,3.6,23.5,17.9,95.5,97.2,0,24.8,3.6,3.2,11.8,10
"VRC MANAGEMENT",555,5,1,0,0,0,0,100,0,0,4.8,4,2.4,5,3.8,3.3,0.7,53.5,38,0.2,0,0,0,0,0,0,22.5,11.1,0.4,0.1,39.8,86.9,81.5,1.5,1.4,4.8,3.5,4.2,0.1,0.2,7.7,6.3,98.2,93.1,0,20.3,3.9,3.2,20.2,11.1
"WELLINGTON HEALTH CARE SERVICES",559,14,4,1,2,2,14.3,100,0,0,1.8,2.1,1.8,2.2,3.3,2.8,0.4,48.2,51.8,0.6,50,3.6,1349420,96387.14,4,0.3,29.9,13,3.3,2.1,41.8,56.2,54.3,2.7,2,18.4,1.7,6.9,1.3,1.5,17,15.7,87.5,71.9,0,18.6,7.7,10.4,16.8,10.7
WESLEYLIFE,561,10,1,0,0,0,0,20,80,0,3.9,3.3,4.4,3.9,4.3,3.9,0.9,43.6,50.2,0.3,5,0.5,90680,9068,0,0,20.7,11.6,1,3.9,61.8,81.1,85.8,1.4,1.7,13.1,6.1,5.3,2.4,0.5,17.3,18.2,97.1,97,0,30.6,5.7,2.1,19.6,9.7
"WESTMINSTER COMMUNITIES OF FLORIDA",563,8,1,0,0,1,12.5,0,100,0,4.1,3.4,4.3,4.9,3.9,3.7,0.9,29.8,30.2,0.5,5,0.6,103409,12926.13,0,0,22.2,8.9,0.6,0.7,60.9,96,97.8,2,0.8,6.4,1.8,2.2,0.6,0.3,13.6,7.8,100,99.8,0,8.6,3.4,2.7,12.7,11.3
"WHITE OAK MANAGEMENT",564,14,2,0,0,1,7.1,100,0,0,3.1,2.9,3.6,3.6,3.9,3.5,0.5,42.9,39.4,0.1,17,1.2,342791,24485.07,2,0.1,19.9,11.1,0.9,3.4,49.8,84.3,89.8,1.5,1.3,13.8,4,5,1.7,0.7,18,18.5,91.1,92.8,0.1,18,5.1,0.9,20.4,9.9
WINDSOR,566,21,1,0,1,6,28.6,100,0,0,2.6,2,3.1,4.2,4,3.7,0.5,38.5,46.3,0.4,17,0.8,522157,24864.62,3,0.1,22.7,12.6,1,1.1,51.7,79.7,81.6,2.3,1.9,10.3,1.5,4.1,0.7,0.4,8.7,6.6,92.4,96.4,0,11.1,6.1,4.1,10.8,11
"WINDSOR HOUSE, INC.",567,11,1,0,0,1,9.1,100,0,0,3.6,3.2,3.5,4.3,3.6,3,0.5,39.3,28,0.2,3,0.3,152726,13884.18,1,0.1,32.1,18.1,1.9,0.9,41,62.7,67.6,1.7,2.1,9,4.8,3.8,0.5,0.1,5.4,4.9,92,93.3,2.3,22,7.8,5.2,19.8,10.5
"WISCONSIN ILLINOIS SENIOR HOUSING, INC.",569,7,2,0,1,1,14.3,0,100,0,2.1,2.1,3.4,3.4,4.7,4,0.9,62.1,53.8,0.7,12,1.7,551146,78735.14,2,0.3,23.6,17.8,1,2,49,83.2,88.4,2,1.9,13,2.5,7,2.3,1.7,17.3,12.2,94.2,96.4,0,17.9,6.1,4.3,12.6,11.9
"WLC MANAGEMENT FIRM",570,18,1,0,0,0,0,100,0,0,2.6,3.7,1.4,1.4,3.1,2.9,0.4,69.6,70.2,"",22,1.2,737124,40951.33,3,0.2,28.3,18.5,2.7,3.9,44.2,61.8,82.5,2.4,3.7,18.5,4.3,5.7,2.9,2.4,24.7,21.3,95.2,95.1,0.2,25.7,6.2,4.4,24.6,11.4
"WVU MEDICINE",571,7,2,0,0,0,0,28.6,71.4,0,4.4,4.6,4.1,3,6.4,5.6,2.2,28.7,24.5,0.5,1,0.1,21580,3082.86,0,0,23.4,8.9,0.8,1.6,36.6,91.3,79.3,2.7,1.6,19.3,6.3,3.6,3.3,3.2,31.3,29.6,99,91.5,0.2,23.5,8.2,1.8,26.8,10.7
"CONCORDIA LUTHERAN MINISTRIES",573,8,3,0,0,0,0,0,100,0,3.4,3,3.3,4.5,3.9,3.5,0.8,36,30.2,0.4,6,0.8,56610,7076.25,0,0,27.7,9,1.2,1.4,64,83.4,96,1.9,1.4,11.3,2.4,5.6,0.9,1.7,22.3,13.4,96.1,96.8,0,25.9,7.1,9.9,19.7,11.3
"BONAMOUR HEALTH GROUP",576,5,1,0,0,1,20,100,0,0,2,1.6,3.4,3.8,3.9,3.5,0.9,43.7,26,1,3,0.6,69471,13894.2,1,0.2,21.4,13.2,0.8,1.5,52.7,78,88.7,1.6,1.2,15.3,4.3,7.9,1,1,16.5,17.2,99.2,96.2,0,27.8,6.7,2.2,22.7,10.9
"INFINITE CARE",578,20,3,0,0,3,15,100,0,0,3.2,2.6,2.9,4.4,3.5,3.3,0.6,40.6,43.3,0.5,10,0.5,614370,30718.5,0,0,26.3,10.2,1,1.7,63.3,79.3,78.6,2.1,1.3,6.9,2.4,5.2,0.4,0.2,8.4,7.1,95.3,89.5,0,10.5,6.1,16.1,11.1,11.6
"OAKBEND MEDICAL CENTER",579,5,1,0,0,0,0,20,20,60,3.4,3.4,1.8,4,3.1,2.8,0.4,55,42.5,0,7,1.4,178989,35797.8,0,0,21.1,17.3,2.2,1.9,59,88.8,81,1.9,2.5,7.6,3.3,9,1.6,0,9,12.8,99.6,99.5,0,10.8,5.5,0.8,15.4,11
"SIMCHA HYMAN & NAFTALI ZANZIPER",580,94,8,0,3,7,7.4,100,0,0,2.4,2.5,2.4,3.4,3.4,3.1,0.5,51.3,51.9,0.7,104,1.1,3784763,40263.44,17,0.2,24.4,12.1,1.6,3.3,49.2,77.4,73.9,2,1.8,12.4,3.3,5.9,1.4,0.3,16.2,13.7,94.2,90.2,0,18.3,7.2,6,22.6,11.4
"AKIKO IKE",582,6,2,0,0,0,0,100,0,0,3.8,3.2,3.7,4.3,4.1,3.6,0.7,28.9,35.7,0.8,2,0.3,103148,17191.33,1,0.2,18.6,9.3,1.9,3.2,61,79.5,81.6,1.8,0.9,21.2,3.4,3.9,1.1,0.7,13.3,16.7,97.7,95.6,0,28.5,6.2,2,18.2,11.2
"BEST CARE SERVICES",583,10,2,0,0,1,10,100,0,0,2.1,2.3,2.5,2.4,3.5,3.1,0.6,38.1,49.7,0.7,7,0.7,612710,61271,1,0.1,26.5,14.4,1.5,2.3,41.4,71.6,74.7,2.1,2,14.3,4,4.6,1.1,0.7,23.1,25.3,91.1,92.3,0.1,26.4,4.1,6.6,18.3,10.6
"KISCO SENIOR LIVING",585,2,2,0,0,0,0,100,0,0,2.5,3.5,1,1.5,"","","","","",0,1,0.5,7901,3950.5,0,0,26.5,24,2.9,3.8,36.7,68.9,58,"","","","","","","","","","",77.3,0,13.4,9,7.1,30.8,10.4
PUREHEALTH,586,8,2,0,0,2,25,100,0,0,3.1,2.6,3.3,4.6,3.9,3.4,0.8,48.6,47,0.4,7,0.9,262403,32800.38,3,0.4,26.4,9.1,0.7,1.5,60.7,91.2,94.9,3,1,4.2,3.1,6.8,0.7,0.6,12.2,12.1,99.6,99,0,17.8,7.2,2,17.1,10.8
"HAMILTON COUNTY HOSPITAL DISTRICT",589,10,1,0,0,0,0,80,0,20,2.2,2.5,2.1,3.5,3.1,2.8,0.4,49.4,50.1,0.4,20,2,466676,46667.6,2,0.2,29.9,14.7,2.4,1.3,54.2,85.5,93,2,2,12.7,1.6,2.6,0.8,0.5,15.4,16.9,97.7,98.4,0,13.8,2.6,1.3,16.6,10.9
"SAPPHIRE CARE GROUP",590,8,1,0,0,1,12.5,100,0,0,2.6,1.9,2.4,4.8,3.5,3.1,0.7,39.2,35.9,0.6,3,0.4,142730,17841.25,0,0,17.4,8,0.9,2,74.1,85.4,87.7,1.5,0.9,12.6,2.5,6.7,0.6,0.1,11.4,13.7,96.9,95.4,0,24.3,5.9,44.5,13.9,9.9
"GOLD FL TRUST II",594,36,1,0,1,1,2.8,100,0,0,3.4,2.8,2.7,4.7,3.7,3.4,0.5,46.9,52.4,0.4,23,0.6,1437213,39922.58,0,0,25.6,9.3,1,1.6,56.3,95.2,93.3,1.7,1,5.3,2.5,4.3,0,0.1,5.9,4.2,99.6,97.4,0,3.8,5.1,13.1,7.5,11.2
"PEARL HEALTHCARE",595,14,1,0,0,2,14.3,100,0,0,2.5,2.5,2.1,3.6,3.4,3,0.8,47.5,40.1,0.4,22,1.6,600217,42872.64,4,0.3,27.1,12.5,2.3,1.7,58,57.8,56.5,2,1.5,18.6,2.4,5.5,0.6,0.5,11.6,9.4,91.9,85.5,0,19.9,5.2,81.8,11.6,10.5
"WEST HARBOR HEALTHCARE",596,8,1,0,0,0,0,100,0,0,3.8,3.5,3.1,4.3,4.2,3.8,0.4,42.9,32,0,15,1.9,413316,51664.5,2,0.3,21.1,13.7,1.3,1.2,49,97.4,97,2.2,1.9,10.7,2.2,3.4,1.5,0.3,15.5,11.3,98.8,99.5,0,11.8,5,2.9,12.9,10.9
"VIERRA COMMUNITIES",597,3,2,0,0,1,33.3,100,0,0,2.5,2.5,3,3.5,3.8,3.2,0.8,42.7,49.2,0.7,2,0.7,66996,22332,0,0,20.2,7.4,0.8,2.7,51.8,71.6,57,1.6,1.2,15.5,2.5,7.7,1.7,0.2,34.9,28,91.5,87.4,0,30.4,5.9,12.8,10.7,10.4
"ATLAS HEALTHCARE",598,29,4,0,0,0,0,96.6,3.4,0,3.6,3.1,2.5,4.4,3.7,3.4,0.6,45.6,44.4,0.5,26,0.9,1628572,56157.66,1,0,24.9,9.2,0.9,2.1,59.9,77.5,76.3,1.7,1.3,13.4,3.2,4.4,0.8,0.2,9.7,9,95.1,88.9,0,24.6,4.6,22.6,19.4,10.7
"CARLYLE SENIOR CARE",599,8,1,0,0,0,0,100,0,0,2.1,2.8,2.9,1.6,3.7,3.3,0.4,44.8,32.4,0,7,0.9,88830,11103.75,0,0,25.4,19,1.3,4.2,37.3,85.9,83.7,2.9,3.4,22.3,4.1,4.6,3.2,1.6,20,19.3,98.1,99.2,0,13.3,7.5,2.8,20.4,11.4
"OPTALIS HEALTH & REHABILITATION",601,37,2,0,1,9,24.3,100,0,0,2.4,1.8,2.6,4.5,3.8,3.4,0.6,52.7,49.5,0.6,40,1.1,2263429,61173.76,14,0.4,25.5,9.6,0.9,1.7,70,85.2,91.6,2,1.4,12.4,2.6,6.5,1.1,0.6,11.1,8.1,96.4,97.7,0,22.5,5.9,17.2,18,10.9
"PRESTIGE CARE CENTER",602,3,2,0,0,0,0,100,0,0,1.7,2,3,2.3,3.5,3.3,0.5,61.7,63.4,1,4,1.3,121322,40440.67,2,0.7,23.1,7.5,5.9,2,56.3,55.4,50.3,1.8,2.8,25.6,3.6,3.5,2.5,0.1,22.2,19.4,89.1,85.4,0,27.1,7.6,3.6,28.3,10.7
"INTEGRITUS HEALTHCARE",603,15,1,0,0,0,0,6.7,93.3,0,2.9,2.9,3.3,2.6,4,3.5,0.6,45.5,39,0.3,12,0.8,300502,20033.47,0,0,25,12.8,1.5,1.7,45.1,86.3,89.7,1.7,1.6,17.3,3.6,3.9,2.5,0.9,23,20.9,93.7,96.9,0,27.6,5.5,27.2,18.8,11.2
"PEACH HEALTH GROUP",604,9,1,0,1,1,11.1,100,0,0,2,2.3,1.7,2.4,3.1,2.7,0.3,48.8,51.8,0.9,10,1.1,125024,13891.56,1,0.1,24.8,15.9,6.6,3.4,51.2,51.1,42.1,2.7,2.7,26.4,2.3,6.4,1.6,1.6,13.9,17.7,86.5,72.6,0.3,15.7,4.8,27.2,23,10.7
"REAL PROPERTY HEALTH FACILITIES",605,9,3,0,0,0,0,66.7,0,33.3,3.8,3.7,3.7,3.1,3.5,3.2,0.7,41.7,38.9,0.6,0,0,0,0,0,0,20.4,12,1.2,3.1,52.5,80.6,86.3,1.5,2.3,18.5,3.5,5.9,3.5,0.5,17.5,19.8,92.4,95.1,0,14.3,4.7,1.2,20.2,11.1
"EASTERN HEALTHCARE GROUP",608,17,1,0,1,4,23.5,100,0,0,1.2,1.8,1.1,3.1,3.2,2.8,0.4,58.6,60.3,1.1,25,1.5,787354,46314.94,1,0.1,24.5,12.5,1.1,3.3,54.8,42,45.1,1.8,1.6,12.7,3.3,5.5,1.5,0.5,18.8,16.7,80.6,75.8,0,24.1,5.3,26,19.7,11.2
"HUNTSVILLE HOSPITAL HEALTH SYSTEM",610,3,2,0,0,1,33.3,0,66.7,33.3,3.3,2.7,3.7,4.3,4.1,3.6,0.7,40.8,43.7,0,1,0.3,238745,79581.67,0,0,20.6,8.4,1,0.9,64.2,93.2,86.8,1.7,1.9,13.1,5.2,4.5,2,0.9,21.6,15.8,95.6,92.1,0,23.4,7.5,1.6,25.3,12.1
"LIONSTONE CARE",611,22,1,0,1,0,0,100,0,0,2.6,2.2,1.8,4.6,3.3,3,0.6,57.9,58.8,1,30,1.4,693428,31519.45,5,0.2,22.7,11.2,1.1,1.6,52.6,52,63.1,2,2.5,10.9,3.1,3.2,0.2,0.1,5,3.9,87.5,80.8,0,22.9,7.9,49.2,23.8,11.1
"PAVILION HEALTHCARE",612,5,1,0,0,0,0,100,0,0,2.6,2.8,1.8,3.8,3.2,2.9,0.6,31.5,32,0.4,10,2,345091,69018.2,4,0.8,26.9,8.2,1.9,2.7,30.4,41.5,37,1.8,1.9,18.1,1.1,4.1,0.3,0.4,10.1,8.1,92.8,83.4,0,25,7.1,92,13.7,11.6
"STONEHENGE OF UTAH",613,5,1,0,0,0,0,80,0,20,4.6,4,4.6,4.2,4.1,3.5,1.4,43.7,25,0,3,0.6,26528,5305.6,0,0,19.6,16,0.4,2.4,59.9,94.8,97.3,1.2,1.6,8,2.2,5,1.9,0.7,31.3,20.3,96.7,99.9,0,24.1,4.2,2.7,18.1,9.5
"VENZA CARE MANAGEMENT",614,22,7,0,1,2,9.1,100,0,0,2.4,2.5,3.3,2.4,4,3.4,0.6,53.1,45.5,0.5,17,0.8,825380,37517.27,1,0,25.5,14.3,1.5,1.8,45.1,80.2,89.2,2.4,2.2,19.9,3.8,5.5,1.6,0.7,17.5,17.4,92.9,93.7,0.2,20.3,5.2,2.4,22.9,11
"AJC HEALTHCARE",616,14,1,1,1,3,21.4,100,0,0,2.4,2.2,2.2,4,4.2,3.8,0.3,48.5,58.3,0.9,9,0.6,872231,62302.21,4,0.3,24.3,15.2,1.3,1,50.1,87.6,91.9,1.9,2.5,11.1,2.3,2.9,0.7,0.3,10.2,9.7,99,98.8,0,15.6,4.1,10,16.8,11.1
"ARBORETA HEALTHCARE",618,5,2,1,0,1,20,100,0,0,3,3,2.5,2.5,3.4,3,0.7,66.3,61.9,2,4,0.8,224787,44957.4,1,0.2,19.2,20,1.3,0,50,92.1,89.2,2,3,29.4,3.5,4.1,2,2.9,25.1,21.2,97.7,96,0.3,25.4,7.6,3.5,21.5,11.1
"CENTER MANAGEMENT GROUP",619,17,4,0,0,0,0,100,0,0,3.3,3,1.9,4.4,3.5,3.2,0.5,44.1,35,0.4,2,0.1,146251,8603,0,0,22.9,9.4,0.9,1.2,63.9,70,67,1.9,1.3,7.8,2.7,5,0.3,0.2,5.9,7,95.5,89.2,0,22.8,7.1,57,18.5,10.9
"PARADIGM HEALTHCARE",620,18,2,3,0,4,22.2,94.4,0,5.6,1.9,1.8,1.6,3.7,3.3,2.9,0.5,54.4,58,1.6,42,2.3,1721933,95662.94,8,0.4,27,10.7,1.4,2.2,52.9,89.3,90.8,2.2,2.4,14.1,2.4,5.8,0.2,0.1,7.8,12.8,97.9,97.8,0,11.3,4.7,1.2,20.6,10.7
"SENIOR LIFESTYLE",621,2,2,0,0,0,0,100,0,0,4,3,4.5,4,4.3,3.9,1.5,31.2,26.3,0,2,1,42026,21013,0,0,16.4,12.5,1.5,5.1,53.6,86.8,89.3,1.7,0.6,8.5,1.9,3.1,0,3.1,27.4,15.4,91.9,98.2,0,28.9,5.4,2.1,7,9.4
"PARADIGM SENIOR MANAGEMENT",623,8,1,0,0,0,0,100,0,0,3,4.1,1,2.7,3.2,2.8,0.3,57.1,37.5,0.7,3,0.4,52622,6577.75,1,0.1,32,16.5,4.6,1.3,64.7,22,18.5,2.2,3.6,32.8,7.7,4.3,5,1,15.1,15.5,76.1,62.2,0,8,10.8,10.3,20.9,11.3
"SAINT THERESE SENIOR COMMUNITIES",624,4,3,0,0,0,0,0,100,0,4.5,3.8,4.8,4.3,4.7,4.2,1.5,41,33.5,0.3,0,0,0,0,2,0.5,29,9,1.1,1.9,64.5,95.3,93.8,1.2,0.9,12.9,4,3.7,2.2,0.4,24.8,15.5,98.8,99.3,0,28.5,8,5.9,8.1,11.2
"TRANSITIONS HEALTHCARE",627,6,1,0,0,0,0,100,0,0,2.5,2.7,2.8,3,3.6,3.3,0.5,50.1,41.8,0.8,4,0.7,401246,66874.33,0,0,23.7,9.4,1.2,1.9,43.7,61.2,77.1,1.4,1.2,24.3,3,6.5,1.4,1.1,24.8,20.4,93.4,92.3,0,21.5,7.7,1.3,20.6,10.5
"VOLARE HEALTH",628,16,3,1,3,4,25,100,0,0,1.9,1.6,3,3.4,4.5,4,0.5,52.8,60.4,1,27,1.7,1678263,104891.44,8,0.5,26.5,16.9,1.7,3,56.8,71.4,79.3,1.9,2.4,14.9,2.4,5.1,1.3,0.7,21.5,12.4,95.4,90.1,0,19.9,3.9,3.5,12.2,10.6
"EMERALD HEALTHCARE",630,14,3,0,1,0,0,100,0,0,1.5,1.6,1.9,1.9,3.5,3.2,0.4,60.3,60.3,0.1,39,2.8,485378,34669.86,12,0.9,24.2,14.3,2.5,6.3,45.2,58.3,55.9,2.3,2.5,22.9,3.6,6.3,2.6,1,18.5,16.9,85.2,80.6,0.1,26.2,5.9,1.7,23.4,10.7
"ARABELLA HEALTHCARE MANAGEMENT",633,12,2,0,1,3,25,100,0,0,2.8,2.5,2.9,3.8,3.5,3,0.7,63,65.6,1.4,16,1.3,326740,27228.33,3,0.3,27.3,13.6,2.5,2.2,54.4,77.1,92.3,1.7,1.4,19.7,2.9,6.4,0.8,0.5,9.3,5.8,95.4,94.5,0.1,11.6,5.5,1.4,17.7,11.1
"VERTICAL HEALTH SERVICES",636,16,3,1,1,3,18.8,100,0,0,1.9,2.1,1.5,3.5,3.2,2.8,0.5,56,46.6,0.7,49,3.1,1673269,104579.31,7,0.4,22.5,12.9,2.4,1.6,33.8,68.2,65.5,1.8,1.4,25.9,2.6,4.7,1.1,0.6,10.9,8.4,92.2,91.8,0,20.8,3.1,60.8,24.6,10.8
"CENTURY HEALTHCARE",638,9,1,0,1,3,33.3,100,0,0,1.9,1.8,1.8,3.9,3.3,3.1,0.5,47.8,51.6,0.8,12,1.3,722359,80262.11,4,0.4,23,11.2,1.6,1.8,56.3,52.7,62.7,1.7,1.5,21.2,2,3.6,0.9,0.7,9.8,8.1,88.9,90,0,23.7,5.8,17.7,23.4,10.9
"YAD HEALTHCARE",640,13,3,1,1,3,23.1,100,0,0,1.7,2.2,1.5,2.9,3.2,2.8,0.4,64.5,62.5,0.9,20,1.5,672563,51735.62,3,0.2,25.1,15,1.9,5.8,62.6,66.6,62.2,2,2.8,15.9,3.2,7.2,1.2,0.3,20.6,14.4,94.4,88.1,0,24.8,9.8,9.4,18.7,11.3
"SAPPHIRE HEALTH SERVICES",643,8,1,0,1,4,50,100,0,0,1.9,1.8,3.5,3.3,5.4,4.9,0.7,99.3,96.7,1,9,1.1,284014,35501.75,0,0,21.1,14.4,1.9,4,60.7,80.6,83.8,1.8,2.5,16.7,3.2,8.3,1.3,0.7,19.7,14.2,96.4,97.9,1,17.5,4.4,5.8,12.1,10
"BENJAMIN LANDA",646,52,4,0,1,2,3.8,98.1,1.9,0,3.3,3.3,2.3,3.4,3.6,3.2,0.6,44.6,47.9,0.9,47,0.9,1083585,20838.17,0,0,25,12.4,1.5,2.6,50.4,88.1,87.1,2.2,1.9,12.7,3.2,6.6,0.8,0.4,13.4,12.3,97.8,97.3,0.1,17.9,5.4,12.5,19.7,10.9
"CELEBRATE SENIOR LIVING",647,3,2,0,0,0,0,66.7,33.3,0,3.3,4,2,3,3.7,3.3,0.6,39.2,43.4,0,4,1.3,58780,19593.33,0,0,23.4,12.5,0.5,3.4,51,80.5,85.5,2.8,1.7,15.8,3.8,5,1.9,0,22.7,16.6,97.8,93.8,0,25.8,8.2,65.8,15.1,10.7
"DYNASTY HEALTHCARE GROUP",649,5,1,0,0,1,20,80,0,0,1.3,1.8,1.5,2.8,3.2,2.8,0.4,62.8,63.7,1.3,8,2,190029,47507.25,1,0.3,29.7,14.5,2.6,3.2,49.8,89.8,88.5,1.7,1.5,10.6,3.3,5.3,0.6,0.4,21.1,24,99.1,94.9,0.1,15.3,5,2.8,15.9,11.4
"HERITAGE OPERATIONS GROUP",651,8,1,0,0,2,25,12.5,87.5,0,2.4,3,2.3,1.5,3.4,3.1,0.6,48.6,39.8,0.1,7,0.9,570678,71334.75,5,0.6,21.7,21.2,2.7,6.5,34.6,80.2,92.4,1.6,3.4,15.8,5.9,5.3,2.9,1.9,32,28.6,98.1,98.1,1.4,29.1,8.5,10.7,15.3,10.3
"INTEGRITY HEALTHCARE COMMUNITIES",652,5,1,0,1,1,20,100,0,0,1.8,2.4,1.4,2.4,3.1,2.7,0.5,61.1,54.9,0.7,5,1,648373,129674.6,3,0.6,16.6,18.4,2.4,0.2,34.7,69.3,56.8,1.6,3.2,20.7,6,1.8,1.5,3.3,27.9,21.4,93.6,84.7,0,21.3,7.5,34.5,29.4,10.9
KENDAL,653,7,4,0,0,0,0,14.3,85.7,0,4.4,3.9,4.7,3.7,4.9,4.4,1.3,31.9,22.6,0,3,0.4,32208,4601.14,0,0,20.2,8.4,1.7,0.6,61.8,90.8,89.7,1.4,1.5,12.9,5.2,4.6,2,2.9,23.5,26.4,99.8,96.1,0,24.7,3.7,0.7,14.7,10
